label,id,type_c,date
ApelicanAntofagasta228318-12022_EPI_ISL_17885928__regional_context/Antofagasta/2022-12-16,ApelicanAntofagasta228318-12022_EPI_ISL_17885928,regional_context,2022-12-16
Ablack_skimmerChileC619622022_EPI_ISL_16891402__regional_context/Chile/2022-12-02,Ablack_skimmerChileC619622022_EPI_ISL_16891402,regional_context,2022-12-02
Agray_gullArica239053-12023_EPI_ISL_19410281__regional_context/Arica/2023-02-23,Agray_gullArica239053-12023_EPI_ISL_19410281,regional_context,2023-02-23
ABand-tailed_gullAntofagasta228525-12022_EPI_ISL_19131166__regional_context/Antofagasta/2022-12-19,ABand-tailed_gullAntofagasta228525-12022_EPI_ISL_19131166,regional_context,2022-12-19
APelicanAtacama229424-22022_EPI_ISL_17885927__regional_context/Atacama/2022-12-22,APelicanAtacama229424-22022_EPI_ISL_17885927,regional_context,2022-12-22
APelicanAntofagasta228244-22022_EPI_ISL_17885944__regional_context/Antofagasta/2022-12-16,APelicanAntofagasta228244-22022_EPI_ISL_17885944,regional_context,2022-12-16
APeruvean_boobyAtacama230579-12023_EPI_ISL_19139974__regional_context/Atacama/2023-01-03,APeruvean_boobyAtacama230579-12023_EPI_ISL_19139974,regional_context,2023-01-03
APeruvian_boobyAtacama230579-12023_EPI_ISL_19131164__regional_context/Atacama/2023-01-03,APeruvian_boobyAtacama230579-12023_EPI_ISL_19131164,regional_context,2023-01-03
AGray_gullTarapaca232825-12023_EPI_ISL_17885951__regional_context/Tarapaca/2023-01-18,AGray_gullTarapaca232825-12023_EPI_ISL_17885951,regional_context,2023-01-18
APeruvean_boobyValparaiso2385352023_EPI_ISL_19131163__regional_context/Valparaiso/2023-02-24,APeruvean_boobyValparaiso2385352023_EPI_ISL_19131163,regional_context,2023-02-24
APelicanTarapaca227436-22022_EPI_ISL_17885942__regional_context/Tarapaca/2022-12-09,APelicanTarapaca227436-22022_EPI_ISL_17885942,regional_context,2022-12-09
AInca_ternArica_y_Parinacota227519-12022_EPI_ISL_19131159__regional_context/AricaYParinacota/2022-12-12,AInca_ternArica_y_Parinacota227519-12022_EPI_ISL_19131159,regional_context,2022-12-12
ABlackish_oystercatcherOHiggins2406282023_EPI_ISL_17885967__regional_context/Ohiggins/2023-03-06,ABlackish_oystercatcherOHiggins2406282023_EPI_ISL_17885967,regional_context,2023-03-06
AavianChile2406282023_EPI_ISL_20444542__regional_context/Chile/2023-03-06,AavianChile2406282023_EPI_ISL_20444542,regional_context,2023-03-06
Aguanay_cormorantAtacama235520-12023_EPI_ISL_19151400__regional_context/Atacama/2023-02-05,Aguanay_cormorantAtacama235520-12023_EPI_ISL_19151400,regional_context,2023-02-05
AGuanay_cormorantChile2395842023_EPI_ISL_19391460__regional_context/Chile/2023-03-01,AGuanay_cormorantChile2395842023_EPI_ISL_19391460,regional_context,2023-03-01
AGullChile2515132023_EPI_ISL_20444470__regional_context/Chile/2023-04-21,AGullChile2515132023_EPI_ISL_20444470,regional_context,2023-04-21
AHumboldt_penguinCoquimbo2395902023_EPI_ISL_17885948__regional_context/Coquimbo/2023-02-28,AHumboldt_penguinCoquimbo2395902023_EPI_ISL_17885948,regional_context,2023-02-28
AchickenChile2458172023_EPI_ISL_20444438__regional_context/Chile/2023-03-30,AchickenChile2458172023_EPI_ISL_20444438,regional_context,2023-03-30
Aperuvian_boobyCoquimbo2423042023_EPI_ISL_19410277__regional_context/Coquimbo/2023-03-15,Aperuvian_boobyCoquimbo2423042023_EPI_ISL_19410277,regional_context,2023-03-15
AavianChile2728852023_EPI_ISL_20444533__regional_context/Chile/2023-08-25,AavianChile2728852023_EPI_ISL_20444533,regional_context,2023-08-25
APeruvian_boobyOHiggins242755-12023_EPI_ISL_18760067__regional_context/Ohiggins/2023-03-17,APeruvian_boobyOHiggins242755-12023_EPI_ISL_18760067,regional_context,2023-03-17
AavianChile2858202023_EPI_ISL_20444488__regional_context/Chile/2023-12-02,AavianChile2858202023_EPI_ISL_20444488,regional_context,2023-12-02
AchickenChile260690-92023_EPI_ISL_20444453__regional_context/Chile/2023-06-03,AchickenChile260690-92023_EPI_ISL_20444453,regional_context,2023-06-03
AavianChile2728822023_EPI_ISL_20444534__regional_context/Chile/2023-08-22,AavianChile2728822023_EPI_ISL_20444534,regional_context,2023-08-22
AInca_ternAntofagasta2380832023_EPI_ISL_19131156__regional_context/Antofagasta/2023-02-22,AInca_ternAntofagasta2380832023_EPI_ISL_19131156,regional_context,2023-02-22
Aperegrine_falconAntofagasta235144-12023_EPI_ISL_19410283__regional_context/Antofagasta/2023-02-03,Aperegrine_falconAntofagasta235144-12023_EPI_ISL_19410283,regional_context,2023-02-03
AInca_ternCoquimbo2396192023_EPI_ISL_19131162__regional_context/Coquimbo/2023-03-01,AInca_ternCoquimbo2396192023_EPI_ISL_19131162,regional_context,2023-03-01
AElegant_ternArica_y_Parinacota229476-12022_EPI_ISL_17885955__regional_context/AricaYParinacota/2022-12-24,AElegant_ternArica_y_Parinacota229476-12022_EPI_ISL_17885955,regional_context,2022-12-24
APelicanAtacama230158-22022_EPI_ISL_17885924__regional_context/Atacama/2022-12-30,APelicanAtacama230158-22022_EPI_ISL_17885924,regional_context,2022-12-30
ASanderlingChile230758-22023_EPI_ISL_19404931__regional_context/Chile/2023-03-17,ASanderlingChile230758-22023_EPI_ISL_19404931,regional_context,2023-03-17
AProcellaria_aequinoctialisSao_Paulo2259-N2023_EPI_ISL_19215182__regional_context/SaoPaulo/2023-11-09,AProcellaria_aequinoctialisSao_Paulo2259-N2023_EPI_ISL_19215182,regional_context,2023-11-09
ASouthamerican_ternArgentina267-22023_EPI_ISL_19823065__regional_context/Argentina/2023-12-24,ASouthamerican_ternArgentina267-22023_EPI_ISL_19823065,regional_context,2023-12-24
ASouth_American_ternArgentinaCH-PD0302023_EPI_ISL_19466158__regional_context/Argentina/2023-10-10,ASouth_American_ternArgentinaCH-PD0302023_EPI_ISL_19466158,regional_context,2023-10-10
ASouth_American_ternArgentinaCH-PD0372023_EPI_ISL_19466210__regional_context/Argentina/2023-10-10,ASouth_American_ternArgentinaCH-PD0372023_EPI_ISL_19466210,regional_context,2023-10-10
ASouth_American_ternArgentinaRN-PB0152023_EPI_ISL_18945315__regional_context/Argentina/2023-08-26,ASouth_American_ternArgentinaRN-PB0152023_EPI_ISL_18945315,regional_context,2023-08-26
ASouthern_FulmarFalkland_Islands1388702023_EPI_ISL_18918640__regional_context/FalklandIslands/2023-11-14,ASouthern_FulmarFalkland_Islands1388702023_EPI_ISL_18918640,regional_context,2023-11-14
Aroyal_ternArgentinaCH-PD0362023_EPI_ISL_19466181__regional_context/Argentina/2023-10-10,Aroyal_ternArgentinaCH-PD0362023_EPI_ISL_19466181,regional_context,2023-10-10
ASanderlingArica_y_Parinacota2402652023_EPI_ISL_17885978__regional_context/AricaYParinacota/2023-03-03,ASanderlingArica_y_Parinacota2402652023_EPI_ISL_17885978,regional_context,2023-03-03
APelecanus_thagusIcaUPCH_44372022_EPI_ISL_20359517__regional_context/Ica/2022-12-11,APelecanus_thagusIcaUPCH_44372022_EPI_ISL_20359517,regional_context,2022-12-11
APelicanAntofagasta228246-22022_EPI_ISL_17885934__regional_context/Antofagasta/2022-12-15,APelicanAntofagasta228246-22022_EPI_ISL_17885934,regional_context,2022-12-15
AGullChile227023-22022_EPI_ISL_17011964__regional_context/Chile/2022-12-07,AGullChile227023-22022_EPI_ISL_17011964,regional_context,2022-12-07
APelecanusPeruVFAR-1402022_EPI_ISL_17099964__regional_context/Peru/2022-12-01,APelecanusPeruVFAR-1402022_EPI_ISL_17099964,regional_context,2022-12-01
AchickenPeruAIS05462022_EPI_ISL_17805986__regional_context/Peru/2022-12-18,AchickenPeruAIS05462022_EPI_ISL_17805986,regional_context,2022-12-18
Abrown_boobyPeru23-005629-0032022_EPI_ISL_17660074__regional_context/Peru/2022-11-11,Abrown_boobyPeru23-005629-0032022_EPI_ISL_17660074,regional_context,2022-11-11
ABand-tailed_gullArica_y_Parinacota232200-12023_EPI_ISL_19131168__regional_context/AricaYParinacota/2023-01-11,ABand-tailed_gullArica_y_Parinacota232200-12023_EPI_ISL_19131168,regional_context,2023-01-11
AKelp_gullMaule2393492023_EPI_ISL_17885972__regional_context/Maule/2023-03-01,AKelp_gullMaule2393492023_EPI_ISL_17885972,regional_context,2023-03-01
ASouth_American_ternMaule2385072023_EPI_ISL_17885973__regional_context/Maule/2023-02-23,ASouth_American_ternMaule2385072023_EPI_ISL_17885973,regional_context,2023-02-23
APelicanNuble233947-22023_EPI_ISL_17885918__regional_context/Nuble/2023-01-26,APelicanNuble233947-22023_EPI_ISL_17885918,regional_context,2023-01-26
AchickenAtacama235254-22023_EPI_ISL_18760074__regional_context/Atacama/2023-02-04,AchickenAtacama235254-22023_EPI_ISL_18760074,regional_context,2023-02-04
AGreat_grabeAtacama231482-22023_EPI_ISL_19162731__regional_context/Atacama/2023-01-09,AGreat_grabeAtacama231482-22023_EPI_ISL_19162731,regional_context,2023-01-09
Agreat_grebeAtacama231482-22023_EPI_ISL_19131196__regional_context/Atacama/2023-01-09,Agreat_grebeAtacama231482-22023_EPI_ISL_19131196,regional_context,2023-01-09
APelicanAntofagasta228246-32022_EPI_ISL_17885931__regional_context/Antofagasta/2022-12-15,APelicanAntofagasta228246-32022_EPI_ISL_17885931,regional_context,2022-12-15
ApelicanValparaiso233418-12023_EPI_ISL_17885932__regional_context/Valparaiso/2023-01-20,ApelicanValparaiso233418-12023_EPI_ISL_17885932,regional_context,2023-01-20
ApelicanValparaiso233450-12023_EPI_ISL_17885983__regional_context/Valparaiso/2023-01-23,ApelicanValparaiso233450-12023_EPI_ISL_17885983,regional_context,2023-01-23
AavianPeruAISA04462022_EPI_ISL_17805997__regional_context/Peru/2022-11-22,AavianPeruAISA04462022_EPI_ISL_17805997,regional_context,2022-11-22
ASanderlingArica_y_Parinacota230758-12022_EPI_ISL_17885980__regional_context/AricaYParinacota/2022-12-30,ASanderlingArica_y_Parinacota230758-12022_EPI_ISL_17885980,regional_context,2022-12-30
AgullBiobio2370122023_EPI_ISL_19410300__regional_context/Biobio/2023-02-15,AgullBiobio2370122023_EPI_ISL_19410300,regional_context,2023-02-15
ApelicanValparaiso233091-12023_EPI_ISL_17885930__regional_context/Valparaiso/2023-01-20,ApelicanValparaiso233091-12023_EPI_ISL_17885930,regional_context,2023-01-20
ApelicanValparaiso233091-22023_EPI_ISL_17885956__regional_context/Valparaiso/2023-01-20,ApelicanValparaiso233091-22023_EPI_ISL_17885956,regional_context,2023-01-20
AavianPeruAISA04512022_EPI_ISL_17805998__regional_context/Peru/2022-11-22,AavianPeruAISA04512022_EPI_ISL_17805998,regional_context,2022-11-22
AchickenPeruAIS05422022_EPI_ISL_17805989__regional_context/Peru/2022-12-01,AchickenPeruAIS05422022_EPI_ISL_17805989,regional_context,2022-12-01
AchickenPeruAIS05432022_EPI_ISL_17805990__regional_context/Peru/2022-12-01,AchickenPeruAIS05432022_EPI_ISL_17805990,regional_context,2022-12-01
AGullChile227023-32022_EPI_ISL_17011958__regional_context/Chile/2022-12-07,AGullChile227023-32022_EPI_ISL_17011958,regional_context,2022-12-07
ATurkey_vultureAntofagasta228252-12022_EPI_ISL_17885970__regional_context/Antofagasta/2022-12-17,ATurkey_vultureAntofagasta228252-12022_EPI_ISL_17885970,regional_context,2022-12-17
ApelicanPeruAISA04642022_EPI_ISL_17806003__regional_context/Peru/2022-11-22,ApelicanPeruAISA04642022_EPI_ISL_17806003,regional_context,2022-11-22
ALarus_belcheriIcaUPCH_44492022_EPI_ISL_20359535__regional_context/Ica/2022-12-16,ALarus_belcheriIcaUPCH_44492022_EPI_ISL_20359535,regional_context,2022-12-16
APelicanAtacama229450-22022_EPI_ISL_17885926__regional_context/Atacama/2022-12-26,APelicanAtacama229450-22022_EPI_ISL_17885926,regional_context,2022-12-26
AchickenPeruLIM-INS-0032022_EPI_ISL_16249730__regional_context/Peru/2022-11-29,AchickenPeruLIM-INS-0032022_EPI_ISL_16249730,regional_context,2022-11-29
AchickenPeru23-005607-0012022_EPI_ISL_17660070__regional_context/Peru/2022-11-11,AchickenPeru23-005607-0012022_EPI_ISL_17660070,regional_context,2022-11-11
AchickenPeru23-005607-0022022_EPI_ISL_17660071__regional_context/Peru/2022-11-11,AchickenPeru23-005607-0022022_EPI_ISL_17660071,regional_context,2022-11-11
AchickenPeruAIS05402022_EPI_ISL_17805988__regional_context/Peru/2022-11-28,AchickenPeruAIS05402022_EPI_ISL_17805988,regional_context,2022-11-28
AFranklins_gullOHiggins236195-12023_EPI_ISL_18939722__regional_context/Ohiggins/2023-02-12,AFranklins_gullOHiggins236195-12023_EPI_ISL_18939722,regional_context,2023-02-12
AFranklin_gullOHiggins236195-12023_EPI_ISL_19162729__regional_context/Ohiggins/2023-02-12,AFranklin_gullOHiggins236195-12023_EPI_ISL_19162729,regional_context,2023-02-12
AchickenNuble2401552023_EPI_ISL_17885877__regional_context/Nuble/2023-03-06,AchickenNuble2401552023_EPI_ISL_17885877,regional_context,2023-03-06
APelicanOHiggins233663-12023_EPI_ISL_17885915__regional_context/Ohiggins/2023-01-24,APelicanOHiggins233663-12023_EPI_ISL_17885915,regional_context,2023-01-24
APelicanOHiggins233721-12023_EPI_ISL_17885912__regional_context/Ohiggins/2023-01-24,APelicanOHiggins233721-12023_EPI_ISL_17885912,regional_context,2023-01-24
ApelicanBio_Bio2365742023_EPI_ISL_18760061__regional_context/BioBio/2023-02-13,ApelicanBio_Bio2365742023_EPI_ISL_18760061,regional_context,2023-02-13
ApelicanValparaiso2340402023_EPI_ISL_17885982__regional_context/Valparaiso/2023-01-25,ApelicanValparaiso2340402023_EPI_ISL_17885982,regional_context,2023-01-25
ApelicanChile229424-42022_EPI_ISL_19391461__regional_context/Chile/2022-12-22,ApelicanChile229424-42022_EPI_ISL_19391461,regional_context,2022-12-22
AchickenPeru23-005607-0032022_EPI_ISL_17660072__regional_context/Peru/2022-11-11,AchickenPeru23-005607-0032022_EPI_ISL_17660072,regional_context,2022-11-11
AchickenPeruLAM-INS-0022022_EPI_ISL_16249681__regional_context/Peru/2022-11-28,AchickenPeruLAM-INS-0022022_EPI_ISL_16249681,regional_context,2022-11-28
AchickenPeruAIS05392022_EPI_ISL_17805987__regional_context/Peru/2022-11-18,AchickenPeruAIS05392022_EPI_ISL_17805987,regional_context,2022-11-18
ASula_variegataIcaUPCH_44942023_EPI_ISL_20359554__regional_context/Ica/2023-04-14,ASula_variegataIcaUPCH_44942023_EPI_ISL_20359554,regional_context,2023-04-14
Aperuvian_boobyPeruCAL-INS-0072023_EPI_ISL_17777528__regional_context/Peru/2023-03-17,Aperuvian_boobyPeruCAL-INS-0072023_EPI_ISL_17777528,regional_context,2023-03-17
Aperuvian_boobyPeruCAL-INS-0082023_EPI_ISL_17777529__regional_context/Peru/2023-03-17,Aperuvian_boobyPeruCAL-INS-0082023_EPI_ISL_17777529,regional_context,2023-03-17
Aperuvian_boobyPeruLIM-INS-0052023_EPI_ISL_17777526__regional_context/Peru/2023-03-20,Aperuvian_boobyPeruLIM-INS-0052023_EPI_ISL_17777526,regional_context,2023-03-20
Aperuvian_boobyPeruLIM-INS-0042023_EPI_ISL_17777525__regional_context/Peru/2023-04-03,Aperuvian_boobyPeruLIM-INS-0042023_EPI_ISL_17777525,regional_context,2023-04-03
AchickenMagdalenaICA-35032022_EPI_ISL_17353838__regional_context/Magdalena/2022-11-18,AchickenMagdalenaICA-35032022_EPI_ISL_17353838,regional_context,2022-11-18
AAmerican_CrowMinnesotaUSDA-009668-0012022_EPI_ISL_18133069__american_anchor/USA/2022-03-29,AAmerican_CrowMinnesotaUSDA-009668-0012022_EPI_ISL_18133069,american_anchor,2022-03-29
Aamerican_white_pelicanMinnesota22-017057-0012022_EPI_ISL_19606620__american_anchor/USA/2022-01-01,Aamerican_white_pelicanMinnesota22-017057-0012022_EPI_ISL_19606620,american_anchor,2022-01-01
Aamerican_crowMinnesota22-015674-0012022_EPI_ISL_19606630__american_anchor/USA/2022-01-01,Aamerican_crowMinnesota22-015674-0012022_EPI_ISL_19606630,american_anchor,2022-01-01
ABald_EagleMinnesotaUSDA-009477-0012022_EPI_ISL_18132924__american_anchor/USA/2022-03-20,ABald_EagleMinnesotaUSDA-009477-0012022_EPI_ISL_18132924,american_anchor,2022-03-20
ABackyard_birdMinnesotaUSDA-010928-0022022_EPI_ISL_18133185__american_anchor/USA/2022-04-11,ABackyard_birdMinnesotaUSDA-010928-0022022_EPI_ISL_18133185,american_anchor,2022-04-11
ABackyard_birdMinnesotaUSDA-010928-0012022_EPI_ISL_18133193__american_anchor/USA/2022-04-11,ABackyard_birdMinnesotaUSDA-010928-0012022_EPI_ISL_18133193,american_anchor,2022-04-11
AAmerican_CrowNorth_DakotaUSDA-013145-0012022_EPI_ISL_18133101__american_anchor/USA/2022-04-21,AAmerican_CrowNorth_DakotaUSDA-013145-0012022_EPI_ISL_18133101,american_anchor,2022-04-21
AAmerican_WigeonSouth_Carolina22-000345-0012021_EPI_ISL_18133029__american_anchor/USA/2021-12-30,AAmerican_WigeonSouth_Carolina22-000345-0012021_EPI_ISL_18133029,american_anchor,2021-12-30
AAmerican_wigeonSouth_CarolinaAH01951452021_EPI_ISL_9869760__american_anchor/USA/2021-12-30,AAmerican_wigeonSouth_CarolinaAH01951452021_EPI_ISL_9869760,american_anchor,2021-12-30
Agreat_horned_owlMA22MM001992022_EPI_ISL_16641778__regional_context/Ma/2022-03-03,Agreat_horned_owlMA22MM001992022_EPI_ISL_16641778,regional_context,2022-03-03
Asnowy_owlMA22MM004632022_EPI_ISL_16641797__regional_context/Ma/2022-03-20,Asnowy_owlMA22MM004632022_EPI_ISL_16641797,regional_context,2022-03-20
Asnowy_owlMA22MM003232022_EPI_ISL_16641796__regional_context/Ma/2022-02-07,Asnowy_owlMA22MM003232022_EPI_ISL_16641796,regional_context,2022-02-07
Asnowy_owlMA22MM004672022_EPI_ISL_16641798__regional_context/Ma/2022-04-10,Asnowy_owlMA22MM004672022_EPI_ISL_16641798,regional_context,2022-04-10
ABlue-winged_TealSouth_CarolinaUSDA-000345-0032021_EPI_ISL_18133416__american_anchor/USA/2021-12-30,ABlue-winged_TealSouth_CarolinaUSDA-000345-0032021_EPI_ISL_18133416,american_anchor,2021-12-30
ALesser_scaupMD-LC-EESC-0242022_EPI_ISL_15614805__regional_context/Md/2022-01-23,ALesser_scaupMD-LC-EESC-0242022_EPI_ISL_15614805,regional_context,2022-01-23
AGreat_Black-Backed_GullNLOTH-0114_EPI_ISL_16190849__regional_context/GreatBlackBackedGull/2021-11-04,AGreat_Black-Backed_GullNLOTH-0114_EPI_ISL_16190849,regional_context,2021-11-04
Aperegrine_falconMA22MM007562022_EPI_ISL_16641791__regional_context/Ma/2022-06-16,Aperegrine_falconMA22MM007562022_EPI_ISL_16641791,regional_context,2022-06-16
Ared-tailed_hawkMA22HP001312022_EPI_ISL_16641767__regional_context/Ma/2022-03-06,Ared-tailed_hawkMA22HP001312022_EPI_ISL_16641767,regional_context,2022-03-06
Acommon_ternMECOTE_20220614_12022_EPI_ISL_16641785__regional_context/Me/2022-06-14,Acommon_ternMECOTE_20220614_12022_EPI_ISL_16641785,regional_context,2022-06-14
Acommon_ternMECOTE_20220612_12022_EPI_ISL_16641784__regional_context/Me/2022-06-12,Acommon_ternMECOTE_20220612_12022_EPI_ISL_16641784,regional_context,2022-06-12
Anorthern_gannetMA22WI000502022_EPI_ISL_16641799__regional_context/Ma/2022-05-10,Anorthern_gannetMA22WI000502022_EPI_ISL_16641799,regional_context,2022-05-10
ABald_EagleFloridaUSDA-006544-0052022_EPI_ISL_18132937__american_anchor/USA/2022-02-01,ABald_EagleFloridaUSDA-006544-0052022_EPI_ISL_18132937,american_anchor,2022-02-01
ABald_EagleFloridaUSDA-007915-0092022_EPI_ISL_18132927__american_anchor/USA/2022-02-23,ABald_EagleFloridaUSDA-007915-0092022_EPI_ISL_18132927,american_anchor,2022-02-23
ALesser_ScaupFloridaUSDA-005890-0012022_EPI_ISL_18133262__american_anchor/USA/2022-02-13,ALesser_ScaupFloridaUSDA-005890-0012022_EPI_ISL_18133262,american_anchor,2022-02-13
Abald_eagleUnknown23-034211-002-original2023_EPI_ISL_19660948__regional_context/Unknown/2022-04-22,Abald_eagleUnknown23-034211-002-original2023_EPI_ISL_19660948,regional_context,2022-04-22
Abald_eagleUnknown23-034211-0022023_EPI_ISL_18914308__regional_context/Unknown/2022-04-22,Abald_eagleUnknown23-034211-0022023_EPI_ISL_18914308,regional_context,2022-04-22
AduckChocoICA-35012022_EPI_ISL_17353839__regional_context/Choco/2022-10-09,AduckChocoICA-35012022_EPI_ISL_17353839,regional_context,2022-10-09
ABald_EagleSouth_CarolinaUSDA-008983-0012022_EPI_ISL_18133018__american_anchor/USA/2022-03-01,ABald_EagleSouth_CarolinaUSDA-008983-0012022_EPI_ISL_18133018,american_anchor,2022-03-01
Abald_eagleAlaska22-014971-0012022_EPI_ISL_19158221__american_anchor/USA/2022-05-09,Abald_eagleAlaska22-014971-0012022_EPI_ISL_19158221,american_anchor,2022-05-09
ACanada_gooseAlaska22-014435-0012022_EPI_ISL_19158328__american_anchor/USA/2022-05-05,ACanada_gooseAlaska22-014435-0012022_EPI_ISL_19158328,american_anchor,2022-05-05
Abald_eagleAlaska22-016934-0042022_EPI_ISL_19158213__american_anchor/USA/2022-05-22,Abald_eagleAlaska22-016934-0042022_EPI_ISL_19158213,american_anchor,2022-05-22
AArctic_ternAlaska22-020952-0022022_EPI_ISL_19158340__american_anchor/USA/2022-07-22,AArctic_ternAlaska22-020952-0022022_EPI_ISL_19158340,american_anchor,2022-07-22
ASabines_gullAlaska22-017953-0072022_EPI_ISL_19158226__american_anchor/USA/2022-06-06,ASabines_gullAlaska22-017953-0072022_EPI_ISL_19158226,american_anchor,2022-06-06
Acackling_gooseUSA040752-0032022_EPI_ISL_19718386__american_anchor/USA/2022-01-01,Acackling_gooseUSA040752-0032022_EPI_ISL_19718386,american_anchor,2022-01-01
Flu-0584/Cotopaxi/2022-12-02,Flu-0584,flu_sierra,2022-12-02
Flu-0586/Cotopaxi/2022-12-13,Flu-0586,flu_sierra,2022-12-13
Flu-0592/Cotopaxi/2022-12-14,Flu-0592,flu_sierra,2022-12-14
Flu-0593/Cotopaxi/2022-12-14,Flu-0593,flu_sierra,2022-12-14
Flu-0610/Tungurahua/2023-01-16,Flu-0610,flu_sierra,2023-01-16
Flu-0613/Pichincha/2023-01-18,Flu-0613,flu_sierra,2023-01-18
Flu-0611/Pichincha/2023-01-18,Flu-0611,flu_sierra,2023-01-18
Flu-0641/Tungurahua/2023-01-20,Flu-0641,flu_sierra,2023-01-20
Flu-0589/Cotopaxi/2022-12-13,Flu-0589,flu_sierra,2022-12-13
Flu-0600/Cotopaxi/2023-01-07,Flu-0600,flu_sierra,2023-01-07
Flu-0621/Cotopaxi/2023-01-19,Flu-0621,flu_sierra,2023-01-19
Flu-0623/Cotopaxi/2023-01-19,Flu-0623,flu_sierra,2023-01-19
Flu-0652/Azuay/2023-02-19,Flu-0652,flu_sierra,2023-02-19
Flu-0653/Azuay/2023-02-19,Flu-0653,flu_sierra,2023-02-19
Flu-0654/Azuay/2023-02-19,Flu-0654,flu_sierra,2023-02-19
Flu-0630/Cotopaxi/2023-01-19,Flu-0630,flu_sierra,2023-01-19
Flu-0619/Cotopaxi/2023-01-19,Flu-0619,flu_sierra,2023-01-19
Flu-0583/Cotopaxi/2022-12-02,Flu-0583,flu_sierra,2022-12-02
Flu-0622/Cotopaxi/2023-01-19,Flu-0622,flu_sierra,2023-01-19
Flu-0599/Cotopaxi/2023-01-07,Flu-0599,flu_sierra,2023-01-07
Flu-0614/Pichincha/2023-01-18,Flu-0614,flu_sierra,2023-01-18
Flu-0582/Cotopaxi/2022-11-25,Flu-0582,flu_sierra,2022-11-25
Flu-0596/Cotopaxi/2023-01-07,Flu-0596,flu_sierra,2023-01-07
Flu-0604/Tungurahua/2023-01-12,Flu-0604,flu_sierra,2023-01-12
Flu-0608/Tungurahua/2023-01-12,Flu-0608,flu_sierra,2023-01-12
