file_name,host,collection_date,country,expected_role
EPI_ISL_19660823,chicken,2022-07-05,USA,american_anchor
EPI_ISL_13433340,chicken,2022-04-04,USA,american_anchor
EPI_ISL_15004381,chicken,2022-04-11,USA,american_anchor
EPI_ISL_18132662,chicken,2022-04-11,USA,american_anchor
EPI_ISL_13052414,chicken,2022-03-30,USA,american_anchor
EPI_ISL_15004385,chicken,2022-04-10,USA,american_anchor
EPI_ISL_16243588,chicken,2022-05-15,USA,american_anchor
EPI_ISL_19560328,chicken,2022-06-03,USA,american_anchor
EPI_ISL_17885878,chicken,2023-02-27,Chile,regional_context
EPI_ISL_17885877,chicken,2023-03-06,Chile,regional_context
EPI_ISL_17885876,chicken,2023-03-08,Chile,regional_context
EPI_ISL_17885874,chicken,2023-03-10,Chile,regional_context
EPI_ISL_17885873,chicken,2023-03-10,Chile,regional_context
EPI_ISL_17885872,chicken,2023-03-12,Chile,regional_context
EPI_ISL_17885871,chicken,2023-03-12,Chile,regional_context
EPI_ISL_17885870,chicken,2023-03-12,Chile,regional_context
EPI_ISL_18690682,chicken,2023-03-16,Chile,regional_context
EPI_ISL_19660819,chicken,2022-07-01,USA,american_anchor
EPI_ISL_19660825,chicken,2022-07-08,USA,american_anchor
EPI_ISL_19660829,chicken,2022-07-12,USA,american_anchor
EPI_ISL_19660839,chicken,2022-07-13,USA,american_anchor
EPI_ISL_16240423,chicken,2022-05-04,USA,american_anchor
EPI_ISL_16243231,chicken,2022-05-13,USA,american_anchor
EPI_ISL_16243610,chicken,2022-05-14,USA,american_anchor
EPI_ISL_19765926,chicken,2022-05-14,USA,american_anchor
EPI_ISL_18132608,chicken,2022-04-25,USA,american_anchor
EPI_ISL_17660070,chicken,2022-11-11,Peru,regional_context
EPI_ISL_17660071,chicken,2022-11-11,Peru,regional_context
EPI_ISL_17660072,chicken,2022-11-11,Peru,regional_context
EPI_ISL_17805987,chicken,2022-11-18,Peru,regional_context
EPI_ISL_17805988,chicken,2022-11-28,Peru,regional_context
EPI_ISL_17805989,chicken,2022-12-01,Peru,regional_context
EPI_ISL_17805990,chicken,2022-12-01,Peru,regional_context
EPI_ISL_17805991,chicken,2022-12-03,Peru,regional_context
EPI_ISL_17805992,chicken,2022-12-03,Peru,regional_context
EPI_ISL_17805986,chicken,2022-12-18,Peru,regional_context
EPI_ISL_17805993,chicken,2022-12-28,Peru,regional_context
EPI_ISL_17805994,chicken,2022-12-22,Peru,regional_context
EPI_ISL_17805996,chicken,2022-12-22,Peru,regional_context
EPI_ISL_17805995,chicken,2022-12-12,Peru,regional_context
EPI_ISL_17806001,chicken,2022-12-12,Peru,regional_context
EPI_ISL_16249681,chicken,2022-11-28,Peru,regional_context
EPI_ISL_16249730,chicken,2022-11-29,Peru,regional_context
EPI_ISL_19410299,chicken,2023-06-06,Bolivia,regional_context
EPI_ISL_16244017,chicken,2022-05-18,USA,american_anchor
EPI_ISL_16101529,chicken,2022-04-14,USA,american_anchor
EPI_ISL_19546771,chicken,2022-06-09,USA,american_anchor
EPI_ISL_19546785,chicken,2022-06-27,USA,american_anchor
EPI_ISL_19546788,chicken,2022-06-27,USA,american_anchor
EPI_ISL_19546789,chicken,2022-06-27,USA,american_anchor
EPI_ISL_18132592,chicken,2022-04-21,USA,american_anchor
EPI_ISL_20433854,chicken,2022-02-11,USA,american_anchor
EPI_ISL_11628212,chicken,2022-02-11,USA,american_anchor
EPI_ISL_16171519,chicken,2022-05-03,USA,american_anchor
EPI_ISL_16240882,chicken,2022-05-10,USA,american_anchor
EPI_ISL_19559132,chicken,2022-05-26,USA,american_anchor
EPI_ISL_19559115,chicken,2022-06-07,USA,american_anchor
EPI_ISL_19546779,chicken,2022-06-17,USA,american_anchor
EPI_ISL_19546780,chicken,2022-06-16,USA,american_anchor
EPI_ISL_19660816,chicken,2022-06-28,USA,american_anchor
EPI_ISL_19660820,chicken,2022-06-29,USA,american_anchor
EPI_ISL_19660831,chicken,2022-07-15,USA,american_anchor
EPI_ISL_11897690,chicken,2022-03-13,USA,american_anchor
EPI_ISL_15004409,chicken,2022-04-11,USA,american_anchor
EPI_ISL_16244026,chicken,2022-05-19,USA,american_anchor
EPI_ISL_16244022,chicken,2022-05-17,USA,american_anchor
EPI_ISL_19391459,chungungo,2023-03-10,Chile,regional_context
EPI_ISL_16641780,common_eider,2022-06-13,USA,american_anchor
EPI_ISL_16641781,common_eider,2022-06-17,USA,american_anchor
EPI_ISL_16641782,common_eider,2022-06-19,USA,american_anchor
EPI_ISL_16641783,common_eider,2022-06-25,USA,american_anchor
EPI_ISL_19608132,common_eider,2022-06-10,USA,american_anchor
EPI_ISL_19608133,common_eider,2022-01-01,USA,american_anchor
EPI_ISL_19608134,common_eider,2022-01-01,USA,american_anchor
EPI_ISL_16632537,common_eider,2022-07-03,USA,american_anchor
EPI_ISL_19608136,common_eider,2022-06-24,USA,american_anchor
EPI_ISL_19608120,common_eider,2022-06-13,USA,american_anchor
EPI_ISL_19608125,common_eider,2022-06-10,USA,american_anchor
EPI_ISL_19608128,common_eider,2022-06-10,USA,american_anchor
EPI_ISL_19608129,common_eider,2022-06-10,USA,american_anchor
EPI_ISL_19608130,common_eider,2022-06-10,USA,american_anchor
EPI_ISL_19608131,common_eider,2022-06-10,USA,american_anchor
EPI_ISL_16632518,common_eider,2022-07-07,USA,american_anchor
EPI_ISL_17885992,common_eider,2022-06-23,USA,american_anchor
EPI_ISL_17885994,common_eider,2022-06-23,USA,american_anchor
EPI_ISL_19158203,common_raven,2022-07-20,USA,american_anchor
EPI_ISL_16641784,common_tern,2022-06-12,USA,american_anchor
EPI_ISL_16641785,common_tern,2022-06-14,USA,american_anchor
EPI_ISL_16641786,common_tern,2022-06-14,USA,american_anchor
EPI_ISL_19608094,common_tern,2022-06-23,USA,american_anchor
EPI_ISL_19608095,common_tern,2022-06-23,USA,american_anchor
EPI_ISL_19608096,common_tern,2022-06-12,USA,american_anchor
EPI_ISL_16632512,common_tern,2022-07-07,USA,american_anchor
EPI_ISL_15214835,common_tern,2022-06-23,USA,american_anchor
EPI_ISL_19608105,coopers_hawk,2022-05-05,USA,american_anchor
EPI_ISL_18777139,dolphin,2023-03-31,Chile,regional_context
EPI_ISL_18777138,dolphin,2023-04-01,Chile,regional_context
EPI_ISL_18054503,dolphin,2022-11-22,Peru,regional_context
EPI_ISL_18265431,dolphin,2022-11-22,Peru,regional_context
EPI_ISL_11971496,domestic_goose,2022-03-22,USA,american_anchor
EPI_ISL_16240161,domestic_goose,2022-05-03,USA,american_anchor
EPI_ISL_16641779,double-crested_cormorant,2022-06-12,USA,american_anchor
EPI_ISL_16632520,double-crested_cormorant,2022-07-12,USA,american_anchor
EPI_ISL_19607892,double_crested_cormorant,2022-06-14,USA,american_anchor
EPI_ISL_19607895,double_crested_cormorant,2022-06-09,USA,american_anchor
EPI_ISL_19607899,double_crested_cormorant,2022-06-01,USA,american_anchor
EPI_ISL_17885963,duck,2023-02-28,Chile,regional_context
EPI_ISL_17885961,duck,2023-03-07,Chile,regional_context
EPI_ISL_17885959,duck,2023-03-14,Chile,regional_context
EPI_ISL_17353839,duck,2022-10-09,Colombia,regional_context
EPI_ISL_19559075,duck,2022-06-03,USA,american_anchor
EPI_ISL_19559077,duck,2022-06-03,USA,american_anchor
EPI_ISL_17885957,duck,2023-03-07,Chile,regional_context
EPI_ISL_19607906,duck,2022-05-23,USA,american_anchor
EPI_ISL_16240353,duck,2022-05-07,USA,american_anchor
EPI_ISL_16240641,duck,2022-05-10,USA,american_anchor
EPI_ISL_19559145,duck,2022-05-26,USA,american_anchor
EPI_ISL_16171465,duck,2022-04-27,USA,american_anchor
EPI_ISL_19660824,duck,2022-07-05,USA,american_anchor
EPI_ISL_16240445,duck,2022-05-08,USA,american_anchor
EPI_ISL_19559139,duck,2022-05-21,USA,american_anchor
EPI_ISL_19560324,duck,2022-05-31,USA,american_anchor
EPI_ISL_18217104,duck,2023-07-24,Peru,regional_context
EPI_ISL_18497946,duck,2023-09-26,Peru,regional_context
EPI_ISL_18497950,duck,2023-09-20,Peru,regional_context
EPI_ISL_16240497,duck,2022-05-09,USA,american_anchor
EPI_ISL_19607918,duck,2022-05-05,USA,american_anchor
EPI_ISL_19559129,duck,2022-05-26,USA,american_anchor
EPI_ISL_19607889,eagle,2022-04-20,USA,american_anchor
EPI_ISL_19607888,eagle,2022-01-01,USA,american_anchor
EPI_ISL_19607875,eared_grebe,2022-06-06,USA,american_anchor
EPI_ISL_19506741,elephant_seal,2023-10-12,Chubut,regional_context
EPI_ISL_19167924,environment,2022-12-13,Chile,regional_context
EPI_ISL_19167925,environment,2022-12-27,Chile,regional_context
EPI_ISL_19167926,environment,2022-12-27,Chile,regional_context
EPI_ISL_20444433,feline,2023-05-29,Chile,regional_context
EPI_ISL_18755251,frigatebird,2023-06-03,Brazil,regional_context
EPI_ISL_9880151,gadwall,2022-01-08,USA,american_anchor
EPI_ISL_19608027,gadwall,2022-01-25,USA,american_anchor
EPI_ISL_19158230,glaucous_gull,2022-06-06,USA,american_anchor
EPI_ISL_19607962,glaucous_gull,2022-07-15,USA,american_anchor
EPI_ISL_19158299,glaucous_gull,2022-07-12,USA,american_anchor
EPI_ISL_19158298,glaucous_gull,2022-07-01,USA,american_anchor
EPI_ISL_17885869,goose,2023-02-28,Chile,regional_context
EPI_ISL_17950994,goose,2023-02-11,Argentina,regional_context
EPI_ISL_20078350,goose,2025-07-03,Brazil,regional_context
EPI_ISL_20444437,goose,2023-03-18,Chile,regional_context
EPI_ISL_20444436,goose,2023-03-22,Chile,regional_context
EPI_ISL_20444435,goose,2023-04-24,Chile,regional_context
EPI_ISL_20444434,goose,2023-05-06,Chile,regional_context
EPI_ISL_18133404,goose,2022-04-01,USA,american_anchor
EPI_ISL_18133398,goose,2022-02-04,USA,american_anchor
EPI_ISL_16243210,goose,2022-05-11,USA,american_anchor
EPI_ISL_19605290,goose,2022-03-14,USA,american_anchor
EPI_ISL_18133386,goose,2022-02-03,USA,american_anchor
EPI_ISL_18133379,goose,2022-03-17,USA,american_anchor
EPI_ISL_18133370,goose,2022-03-17,USA,american_anchor
EPI_ISL_16171485,goose,2022-04-28,USA,american_anchor
EPI_ISL_18133443,goose,2022-03-15,USA,american_anchor
EPI_ISL_16171522,goose,2022-05-02,USA,american_anchor
EPI_ISL_18133438,goose,2022-03-14,USA,american_anchor
EPI_ISL_18133396,goose,2022-03-14,USA,american_anchor
EPI_ISL_19605246,goose,2022-06-08,USA,american_anchor
EPI_ISL_19605248,goose,2022-06-08,USA,american_anchor
EPI_ISL_19559112,goose,2022-06-07,USA,american_anchor
EPI_ISL_19660833,goose,2022-07-15,USA,american_anchor
EPI_ISL_19410281,gray_gull,2023-02-23,Chile,regional_context
EPI_ISL_19404913,gray_gull,2023-02-07,Chile,regional_context
EPI_ISL_16891400,gray_gull,2022-12-02,Chile,regional_context
EPI_ISL_16641790,great_black-backed_gull,2022-06-25,USA,american_anchor
EPI_ISL_16641789,great_black-backed_gull,2022-06-15,USA,american_anchor
EPI_ISL_16632511,great_black-backed_gull,2022-06-29,USA,american_anchor
EPI_ISL_16632505,great_black-backed_gull,2022-03-25,USA,american_anchor
EPI_ISL_16632517,great_black-backed_gull,2022-07-08,USA,american_anchor
EPI_ISL_16632519,great_black-backed_gull,2022-06-30,USA,american_anchor
EPI_ISL_19607355,great_black_backed_gull,2022-06-10,USA,american_anchor
EPI_ISL_19607360,great_black_backed_gull,2022-06-23,USA,american_anchor
EPI_ISL_19607363,great_blue_heron,2022-06-27,USA,american_anchor
EPI_ISL_19131195,great_grebe,2023-01-09,Chile,regional_context
EPI_ISL_19131196,great_grebe,2023-01-09,Chile,regional_context
EPI_ISL_19607325,great_horned_owl,2022-05-12,USA,american_anchor
EPI_ISL_19607400,great_horned_owl,2022-04-25,USA,american_anchor
EPI_ISL_19607403,great_horned_owl,2022-06-11,USA,american_anchor
EPI_ISL_19607412,great_horned_owl,2022-05-25,USA,american_anchor
EPI_ISL_16641778,great_horned_owl,2022-03-03,USA,american_anchor
EPI_ISL_16632506,great_horned_owl,2022-05-02,USA,american_anchor
EPI_ISL_16632507,great_horned_owl,2022-05-02,USA,american_anchor
EPI_ISL_19607392,great_horned_owl,2022-06-14,USA,american_anchor
EPI_ISL_19607381,great_horned_owl,2022-05-03,USA,american_anchor
EPI_ISL_19607384,great_horned_owl,2022-05-03,USA,american_anchor
EPI_ISL_19607317,great_horned_owl,2022-05-09,USA,american_anchor
EPI_ISL_19607315,great_horned_owl,2022-05-09,USA,american_anchor
EPI_ISL_19607246,great_horned_owl,2022-05-03,USA,american_anchor
EPI_ISL_19607261,great_horned_owl,2022-05-12,USA,american_anchor
EPI_ISL_19607251,great_horned_owl,2022-05-19,USA,american_anchor
EPI_ISL_19607252,great_horned_owl,2022-01-01,USA,american_anchor
EPI_ISL_19607259,great_horned_owl,2022-05-27,USA,american_anchor
EPI_ISL_19607260,great_horned_owl,2022-06-09,USA,american_anchor
EPI_ISL_19607213,great_horned_owl,2022-05-12,USA,american_anchor
EPI_ISL_19607221,great_horned_owl,2022-05-26,USA,american_anchor
EPI_ISL_19607302,great_horned_owl,2022-04-24,USA,american_anchor
EPI_ISL_19607310,great_horned_owl,2022-05-02,USA,american_anchor
EPI_ISL_19607289,great_horned_owl,2022-05-01,USA,american_anchor
EPI_ISL_19151400,guanay_cormorant,2023-02-05,Chile,regional_context
EPI_ISL_17777530,guanay_cormorant,2023-03-17,Peru,regional_context
EPI_ISL_18054500,guanay_cormorant,2022-11-24,Peru,regional_context
EPI_ISL_13009634,guinea_fowl,2022-03-25,USA,american_anchor
EPI_ISL_19546778,guinea_fowl,2022-06-17,USA,american_anchor
EPI_ISL_19607418,gull,2022-06-06,USA,american_anchor
EPI_ISL_19410300,gull,2023-02-15,Chile,regional_context
EPI_ISL_16632510,gull,2022-07-08,USA,american_anchor
EPI_ISL_18777130,gull,2023-01-26,Chile,regional_context
EPI_ISL_17777527,gull,2023-03-16,Peru,regional_context
EPI_ISL_17885969,heron,2022-12-20,Chile,regional_context
EPI_ISL_16641770,herring_gull,2022-03-07,USA,american_anchor
EPI_ISL_19607544,herring_gull,2022-06-24,USA,american_anchor
EPI_ISL_19607545,herring_gull,2022-06-24,USA,american_anchor
EPI_ISL_19607551,herring_gull,2022-06-10,USA,american_anchor
EPI_ISL_16632522,herring_gull,2022-07-14,USA,american_anchor
EPI_ISL_19607546,herring_gull,2022-05-23,USA,american_anchor
EPI_ISL_19607631,herring_gull,2022-07-07,USA,american_anchor
EPI_ISL_19607614,herring_gull,2022-05-04,USA,american_anchor
EPI_ISL_19607621,hooded_merganser,2022-04-27,USA,american_anchor
EPI_ISL_19607627,horned_grebe,2022-06-03,USA,american_anchor
EPI_ISL_17885947,humboldt_penguin,2023-02-23,Chile,regional_context
EPI_ISL_19410282,kelp_gull,2023-01-19,Chile,regional_context
EPI_ISL_19404906,kelp_gull,2023-02-09,Chile,regional_context
EPI_ISL_17805999,lion,2023-02-08,Peru,regional_context
EPI_ISL_19158286,mallard,2022-06-07,USA,american_anchor
EPI_ISL_19158285,mallard,2022-06-08,USA,american_anchor
EPI_ISL_9880019,mallard,2022-01-08,USA,american_anchor
EPI_ISL_19604096,mallard,2022-01-25,USA,american_anchor
EPI_ISL_19604074,mallard,2022-01-25,USA,american_anchor
EPI_ISL_19604073,mallard,2022-01-25,USA,american_anchor
EPI_ISL_19604072,mallard,2022-01-25,USA,american_anchor
EPI_ISL_19604050,mallard,2022-01-30,USA,american_anchor
EPI_ISL_19604051,mallard,2022-01-31,USA,american_anchor
EPI_ISL_18107030,mallard_duck,2022-01-25,USA,american_anchor
EPI_ISL_18107047,mallard_duck,2022-01-25,USA,american_anchor
EPI_ISL_18107048,mallard_duck,2022-01-30,USA,american_anchor
EPI_ISL_18107050,mallard_duck,2022-01-31,USA,american_anchor
EPI_ISL_19418467,marine_otter,2023-09-28,Chile,regional_context
EPI_ISL_19418468,marine_otter,2023-09-28,Chile,regional_context
EPI_ISL_19604143,merganser,2022-01-01,USA,american_anchor
EPI_ISL_19604185,merganser,2022-03-21,USA,american_anchor
EPI_ISL_19604309,merganser,2022-04-13,USA,american_anchor
EPI_ISL_19604318,muscovy_duck,2022-05-11,USA,american_anchor
EPI_ISL_19064387,muscovy_duck,2022-01-01,USA,american_anchor
EPI_ISL_16641799,northern_gannet,2022-05-10,USA,american_anchor
EPI_ISL_9880152,northern_shoveler,2022-01-08,USA,american_anchor
EPI_ISL_19604340,owl,2022-05-06,USA,american_anchor
EPI_ISL_19604341,owl,2022-05-06,USA,american_anchor
EPI_ISL_17660073,owl,2022-11-11,Peru,regional_context
EPI_ISL_17885928,pelican,2022-12-16,Chile,regional_context
EPI_ISL_18760061,pelican,2023-02-13,Chile,regional_context
EPI_ISL_19391461,pelican,2022-12-22,Chile,regional_context
EPI_ISL_19604233,pelican,2022-04-12,USA,american_anchor
EPI_ISL_17806000,pelican,2022-11-10,Peru,regional_context
EPI_ISL_17806002,pelican,2022-11-16,Peru,regional_context
EPI_ISL_17806003,pelican,2022-11-22,Peru,regional_context
EPI_ISL_18054504,pelican,2022-11-23,Peru,regional_context
EPI_ISL_18054506,pelican,2022-11-24,Peru,regional_context
EPI_ISL_18054507,pelican,2022-11-24,Peru,regional_context
EPI_ISL_18265433,pelican,2022-11-23,Peru,regional_context
EPI_ISL_18265437,pelican,2022-11-24,Peru,regional_context
EPI_ISL_18265435,pelican,2022-11-24,Peru,regional_context
EPI_ISL_18265436,pelican,2022-11-24,Peru,regional_context
EPI_ISL_17885930,pelican,2023-01-20,Chile,regional_context
EPI_ISL_17885956,pelican,2023-01-20,Chile,regional_context
EPI_ISL_17885932,pelican,2023-01-20,Chile,regional_context
EPI_ISL_17885985,pelican,2023-01-21,Chile,regional_context
EPI_ISL_17885983,pelican,2023-01-23,Chile,regional_context
EPI_ISL_17885982,pelican,2023-01-25,Chile,regional_context
EPI_ISL_19410283,peregrine_falcon,2023-02-03,Chile,regional_context
EPI_ISL_16641791,peregrine_falcon,2022-06-16,USA,american_anchor
EPI_ISL_16641792,peregrine_falcon,2022-06-22,USA,american_anchor
EPI_ISL_19604223,peregrine_falcon,2022-06-10,USA,american_anchor
EPI_ISL_19604224,peregrine_falcon,2022-06-10,USA,american_anchor
EPI_ISL_19604226,peregrine_falcon,2022-06-26,USA,american_anchor
EPI_ISL_19604195,peregrine_falcon,2022-03-08,USA,american_anchor
EPI_ISL_19604198,peregrine_falcon,2022-05-10,USA,american_anchor
EPI_ISL_19410277,peruvian_booby,2023-03-15,Chile,regional_context
EPI_ISL_17777528,peruvian_booby,2023-03-17,Peru,regional_context
EPI_ISL_17777529,peruvian_booby,2023-03-17,Peru,regional_context
EPI_ISL_17777525,peruvian_booby,2023-04-03,Peru,regional_context
EPI_ISL_17777526,peruvian_booby,2023-03-20,Peru,regional_context
EPI_ISL_17777533,peruvian_booby,2023-04-12,Peru,regional_context
EPI_ISL_11971502,pheasant,2022-03-25,USA,american_anchor
EPI_ISL_19070481,pinniped,2023-09-08,Uruguay,regional_context
EPI_ISL_19070482,pinniped,2023-09-11,Uruguay,regional_context
EPI_ISL_19070483,pinniped,2023-09-11,Uruguay,regional_context
EPI_ISL_19070484,pinniped,2023-09-14,Uruguay,regional_context
EPI_ISL_19070485,pinniped,2023-09-14,Uruguay,regional_context
EPI_ISL_19070486,pinniped,2023-09-14,Uruguay,regional_context
EPI_ISL_19070488,pinniped,2023-10-02,Uruguay,regional_context
EPI_ISL_19070498,pinniped,2023-09-06,Uruguay,regional_context
EPI_ISL_19070489,pinniped,2023-09-06,Uruguay,regional_context
EPI_ISL_19070490,pinniped,2023-09-06,Uruguay,regional_context
EPI_ISL_19070491,pinniped,2023-09-06,Uruguay,regional_context
EPI_ISL_19070492,pinniped,2023-09-08,Uruguay,regional_context
EPI_ISL_18777129,porpoise,2023-03-31,Chile,regional_context
EPI_ISL_18777141,porpoise,2023-03-31,Chile,regional_context
EPI_ISL_18777140,porpoise,2023-03-27,Chile,regional_context
EPI_ISL_19604236,raven,2022-05-19,USA,american_anchor
EPI_ISL_19158258,red-necked_grebe,2022-06-06,USA,american_anchor
EPI_ISL_15077375,red-shouldered_hawk,2022-04-18,USA,american_anchor
EPI_ISL_15614807,red-tailed_hawk,2022-03-14,USA,american_anchor
EPI_ISL_16641767,red-tailed_hawk,2022-03-06,USA,american_anchor
EPI_ISL_16641793,red-tailed_hawk,2022-03-18,USA,american_anchor
EPI_ISL_16641787,red-tailed_hawk,2022-06-21,USA,american_anchor
EPI_ISL_16641788,red-tailed_hawk,2022-06-21,USA,american_anchor
EPI_ISL_16632496,red-tailed_hawk,2022-03-17,USA,american_anchor
EPI_ISL_19605708,red_tailed_hawk,2022-06-09,USA,american_anchor
EPI_ISL_19605778,red_tailed_hawk,2022-06-30,USA,american_anchor
EPI_ISL_19605828,red_tailed_hawk,2022-04-25,USA,american_anchor
EPI_ISL_19605829,red_tailed_hawk,2022-04-28,USA,american_anchor
EPI_ISL_19605833,red_tailed_hawk,2022-05-03,USA,american_anchor
EPI_ISL_19605840,red_tailed_hawk,2022-05-03,USA,american_anchor
EPI_ISL_19605804,red_tailed_hawk,2022-01-01,USA,american_anchor
EPI_ISL_19605810,red_tailed_hawk,2022-05-05,USA,american_anchor
EPI_ISL_19605811,red_tailed_hawk,2022-05-12,USA,american_anchor
EPI_ISL_19605601,red_tailed_hawk,2022-05-02,USA,american_anchor
EPI_ISL_19605608,red_tailed_hawk,2022-06-10,USA,american_anchor
EPI_ISL_19605609,red_tailed_hawk,2022-06-10,USA,american_anchor
EPI_ISL_19605479,red_tailed_hawk,2022-05-18,USA,american_anchor
EPI_ISL_15063669,ring-billed_gull,2022-03-07,USA,american_anchor
EPI_ISL_19418489,river_otter,2023-05-22,Magallanes,regional_context
EPI_ISL_19605692,rosss_goose,2022-04-28,USA,american_anchor
EPI_ISL_19466181,royal_tern,2023-10-10,Argentina,regional_context
EPI_ISL_16641764,sanderling,2022-03-01,USA,american_anchor
EPI_ISL_16641765,sanderling,2022-03-02,USA,american_anchor
EPI_ISL_16641766,sanderling,2022-03-06,USA,american_anchor
EPI_ISL_16641768,sanderling,2022-03-06,USA,american_anchor
EPI_ISL_16641769,sanderling,2022-03-07,USA,american_anchor
EPI_ISL_16641774,sanderling,2022-03-18,USA,american_anchor
EPI_ISL_16641776,sanderling,2022-03-04,USA,american_anchor
EPI_ISL_16641777,sanderling,2022-03-03,USA,american_anchor
EPI_ISL_18054501,sanderling,2022-11-22,Peru,regional_context
EPI_ISL_17885976,sea_lion,2023-03-01,Chile,regional_context
EPI_ISL_19391462,sea_lion,2023-03-13,Chile,regional_context
EPI_ISL_18690733,sea_lion,2023-03-26,Chile,regional_context
EPI_ISL_18773644,sea_lion,2023-10-12,Brazil,regional_context
EPI_ISL_18773660,sea_lion,2023-10-12,Brazil,regional_context
EPI_ISL_19506740,sea_lion,2023-09-21,Chubut,regional_context
EPI_ISL_19506738,sea_lion,2023-09-29,Chubut,regional_context
EPI_ISL_19506739,sea_lion,2023-08-29,Chubut,regional_context
EPI_ISL_19404920,sea_lion,2023-04-09,LosLagos,regional_context
EPI_ISL_18054508,sea_lion,2023-01-25,Peru,regional_context
EPI_ISL_18054509,sea_lion,2023-02-07,Peru,regional_context
EPI_ISL_18054510,sea_lion,2023-03-06,Peru,regional_context
EPI_ISL_17777531,sea_lion,2023-03-07,Peru,regional_context
EPI_ISL_17777532,sea_lion,2023-03-07,Peru,regional_context
EPI_ISL_17885975,sea_lion,2023-03-07,Chile,regional_context
EPI_ISL_19410279,sea_lion,2023-03-30,Chile,regional_context
EPI_ISL_20058855,sea_lion,2023-11-23,Uruguay,regional_context
EPI_ISL_18760069,sea_lion,2023-03-19,Chile,regional_context
EPI_ISL_19070494,seabird,2023-09-14,Uruguay,regional_context
EPI_ISL_19070495,seabird,2023-10-04,Uruguay,regional_context
EPI_ISL_19070496,seabird,2023-10-04,Uruguay,regional_context
EPI_ISL_19070497,seabird,2023-10-04,Uruguay,regional_context
EPI_ISL_19605630,sharp_shinned_hawk,2022-05-10,USA,american_anchor
EPI_ISL_19605631,short_billed_gull,2022-06-14,USA,american_anchor
EPI_ISL_15063845,snow_goose,2022-03-04,USA,american_anchor
EPI_ISL_14937099,snow_goose,2022-03-14,USA,american_anchor
EPI_ISL_14937102,snow_goose,2022-03-12,USA,american_anchor
EPI_ISL_19605938,snow_goose,2022-01-01,USA,american_anchor
EPI_ISL_19605940,snow_goose,2022-01-01,USA,american_anchor
EPI_ISL_19605941,snow_goose,2022-01-01,USA,american_anchor
EPI_ISL_19605084,snow_goose,2022-04-28,USA,american_anchor
EPI_ISL_19718388,snow_goose,2022-01-01,USA,american_anchor
EPI_ISL_16641796,snowy_owl,2022-02-07,USA,american_anchor
EPI_ISL_16641797,snowy_owl,2022-03-20,USA,american_anchor
EPI_ISL_16641798,snowy_owl,2022-04-10,USA,american_anchor
EPI_ISL_19605057,snowy_owl,2022-04-01,USA,american_anchor
EPI_ISL_18265423,south_american_sea_lion,2023-01-25,Peru,regional_context
EPI_ISL_18265321,south_american_sea_lion,2023-02-07,Peru,regional_context
EPI_ISL_18265422,south_american_sea_lion,2023-03-06,Peru,regional_context
EPI_ISL_19466183,southern_elephant_seal,2023-10-10,Argentina,regional_context
EPI_ISL_19466252,southern_elephant_seal,2023-11-01,Argentina,regional_context
EPI_ISL_19605138,swan,2022-01-01,USA,american_anchor
EPI_ISL_18755338,tern,2023-05-15,Brazil,regional_context
EPI_ISL_17885966,turkey,2023-03-14,Chile,regional_context
EPI_ISL_9909371,turkey,2022-02-07,USA,american_anchor
EPI_ISL_11628219,turkey,2022-02-14,USA,american_anchor
EPI_ISL_11628220,turkey,2022-02-14,USA,american_anchor
EPI_ISL_11628226,turkey,2022-02-16,USA,american_anchor
EPI_ISL_11628227,turkey,2022-02-18,USA,american_anchor
EPI_ISL_11628235,turkey,2022-02-21,USA,american_anchor
EPI_ISL_11628237,turkey,2022-02-21,USA,american_anchor
EPI_ISL_11628240,turkey,2022-02-28,USA,american_anchor
EPI_ISL_18132254,turkey,2022-02-07,USA,american_anchor
EPI_ISL_18132282,turkey,2022-02-14,USA,american_anchor
EPI_ISL_18132250,turkey,2022-02-14,USA,american_anchor
EPI_ISL_18132242,turkey,2022-02-14,USA,american_anchor
EPI_ISL_18132238,turkey,2022-02-16,USA,american_anchor
EPI_ISL_18132234,turkey,2022-02-18,USA,american_anchor
EPI_ISL_18132228,turkey,2022-02-21,USA,american_anchor
EPI_ISL_18132222,turkey,2022-02-28,USA,american_anchor
EPI_ISL_13052420,turkey,2022-03-31,USA,american_anchor
EPI_ISL_15078238,turkey,2022-04-20,USA,american_anchor
EPI_ISL_18132743,turkey,2022-03-29,USA,american_anchor
EPI_ISL_18132726,turkey,2022-04-04,USA,american_anchor
EPI_ISL_11628216,turkey,2022-02-12,USA,american_anchor
EPI_ISL_11628217,turkey,2022-02-12,USA,american_anchor
EPI_ISL_18132703,turkey,2022-02-12,USA,american_anchor
EPI_ISL_13285540,turkey,2022-04-02,USA,american_anchor
EPI_ISL_15004066,turkey,2022-04-06,USA,american_anchor
EPI_ISL_15004387,turkey,2022-04-09,USA,american_anchor
EPI_ISL_16102229,turkey,2022-04-15,USA,american_anchor
EPI_ISL_18132719,turkey,2022-03-26,USA,american_anchor
EPI_ISL_18132649,turkey,2022-04-12,USA,american_anchor
EPI_ISL_18132645,turkey,2022-04-15,USA,american_anchor
EPI_ISL_18132641,turkey,2022-04-17,USA,american_anchor
EPI_ISL_18132756,turkey,2022-04-27,USA,american_anchor
EPI_ISL_13052425,turkey,2022-03-31,USA,american_anchor
EPI_ISL_18132748,turkey,2022-03-08,USA,american_anchor
