file_name,host,collection_date,country,expected_role
EPI_ISL_18265432,Sanderling,2022-11-22,Peru,regional_context
EPI_ISL_18698754,Sea_Lion,2023-08-08,Argentina,regional_context
EPI_ISL_18698755,Sea_Lion,2023-08-11,Argentina,regional_context
EPI_ISL_18054502,Sea_Lion,2023-01-23,Peru,regional_context
EPI_ISL_19137653,Seagull,2023-04-17,Argentina,regional_context
EPI_ISL_13009618,Sebastopol_goose,2022-03-25,USA,american_anchor
EPI_ISL_18132503,Sharp-shinned_Hawk,2022-03-11,USA,american_anchor
EPI_ISL_18132459,Snow_Goose,2022-02-28,USA,american_anchor
EPI_ISL_18132187,Snow_Goose,2022-03-12,USA,american_anchor
EPI_ISL_18132179,Snow_Goose,2022-02-08,USA,american_anchor
EPI_ISL_18132177,Snow_Goose,2022-02-08,USA,american_anchor
EPI_ISL_18132167,Snow_Goose,2022-02-22,USA,american_anchor
EPI_ISL_18132268,Snow_Goose,2022-02-22,USA,american_anchor
EPI_ISL_18132264,Snow_Goose,2022-02-22,USA,american_anchor
EPI_ISL_18132243,Snow_Goose,2022-03-22,USA,american_anchor
EPI_ISL_18132220,Snow_Goose,2022-01-21,USA,american_anchor
EPI_ISL_18132156,Snow_Goose,2022-03-26,USA,american_anchor
EPI_ISL_18132209,Snow_Goose,2022-04-01,USA,american_anchor
EPI_ISL_18132200,Snow_Goose,2022-04-05,USA,american_anchor
EPI_ISL_18132194,Snow_Goose,2022-04-04,USA,american_anchor
EPI_ISL_18132317,Snow_Goose,2022-04-11,USA,american_anchor
EPI_ISL_18132294,Snowy_Owl,2022-04-14,USA,american_anchor
EPI_ISL_18132280,Snowy_Owl,2022-03-16,USA,american_anchor
EPI_ISL_18265430,South_American_Sea_Lion,2023-01-23,Peru,regional_context
EPI_ISL_18945320,South_American_fur_seal,2023-08-26,Argentina,regional_context
EPI_ISL_18945319,South_American_sea_lion,2023-08-26,Argentina,regional_context
EPI_ISL_18945317,South_American_sea_lion,2023-08-26,Argentina,regional_context
EPI_ISL_18945316,South_American_sea_lion,2023-08-26,Argentina,regional_context
EPI_ISL_19466158,South_American_tern,2023-10-10,Argentina,regional_context
EPI_ISL_19466210,South_American_tern,2023-10-10,Argentina,regional_context
EPI_ISL_18945315,South_American_tern,2023-08-26,Argentina,regional_context
EPI_ISL_17885973,South_American_tern,2023-02-23,Chile,regional_context
EPI_ISL_19410261,South_polar_skua,2024-03-03,Antarctica,regional_context
EPI_ISL_19410262,South_polar_skua,2024-03-03,Antarctica,regional_context
EPI_ISL_19410263,South_polar_skua,2024-03-03,Antarctica,regional_context
EPI_ISL_19410264,South_polar_skua,2024-03-03,Antarctica,regional_context
EPI_ISL_19410265,South_polar_skua,2024-03-03,Antarctica,regional_context
EPI_ISL_19410266,South_polar_skua,2024-03-03,Antarctica,regional_context
EPI_ISL_19823065,Southamerican_tern,2023-12-24,Argentina,regional_context
EPI_ISL_18918640,Southern_Fulmar,2023-11-14,FalklandIslands,regional_context
EPI_ISL_19466211,Southern_elephant_seal,2023-10-10,PeninsulaValdes,regional_context
EPI_ISL_19466212,Southern_elephant_seal,2023-10-10,PeninsulaValdes,regional_context
EPI_ISL_19466213,Southern_elephant_seal,2023-10-10,PeninsulaValdes,regional_context
EPI_ISL_19466214,Southern_elephant_seal,2023-10-10,PeninsulaValdes,regional_context
EPI_ISL_19466215,Southern_elephant_seal,2023-10-10,PeninsulaValdes,regional_context
EPI_ISL_19466216,Southern_elephant_seal,2023-10-10,PeninsulaValdes,regional_context
EPI_ISL_18522961,Southern_fulmar,2023-10-30,FalklandIslands,regional_context
EPI_ISL_19215192,Sterna_hirundo,2024-02-02,Brazil,regional_context
EPI_ISL_19215194,Sterna_hirundo,2024-03-02,Brazil,regional_context
EPI_ISL_19215183,Sterna_hirundo,2023-05-27,Brazil,regional_context
EPI_ISL_19215193,Sterna_hirundo,2024-02-09,Brazil,regional_context
EPI_ISL_19215196,Sterna_hirundo,2024-03-02,Brazil,regional_context
EPI_ISL_19215191,Sterna_hirundo,2024-03-09,Brazil,regional_context
EPI_ISL_19215195,Sterna_hirundo,2024-03-15,Brazil,regional_context
EPI_ISL_19215184,Sterna_hirundo,2023-11-09,Brazil,regional_context
EPI_ISL_20299633,Sterna_hirundo,2024-04-05,Brazil,regional_context
EPI_ISL_18975372,Sula_leucogaster,2023-07-25,Brazil,regional_context
EPI_ISL_19215185,Sula_leucogaster,2023-09-27,Brazil,regional_context
EPI_ISL_20359554,Sula_variegata,2023-04-14,Peru,regional_context
EPI_ISL_20444472,Swan,2023-03-30,Chile,regional_context
EPI_ISL_20444473,Swan,2023-04-01,Chile,regional_context
EPI_ISL_20444474,Swan,2023-04-03,Chile,regional_context
EPI_ISL_20444528,Swan,2023-04-05,Chile,regional_context
EPI_ISL_20444527,Swan,2023-04-11,Chile,regional_context
EPI_ISL_20444526,Swan,2023-06-04,Chile,regional_context
EPI_ISL_20443761,Swan,2026-04-06,Chile,regional_context
EPI_ISL_20443763,Swan,2026-04-07,Chile,regional_context
EPI_ISL_19174531,Tern,2023-10-20,Argentina,regional_context
EPI_ISL_18130622,Thalasseus_acuflavidus,2023-06-21,Brazil,regional_context
EPI_ISL_18130627,Thalasseus_acuflavidus,2023-06-24,Brazil,regional_context
EPI_ISL_20299635,Thalasseus_acuflavidus,2024-04-12,Brazil,regional_context
EPI_ISL_19215199,Thalasseus_acuflavidus,2023-11-14,Brazil,regional_context
EPI_ISL_19215197,Thalasseus_acuflavidus,2024-02-22,Brazil,regional_context
EPI_ISL_19215198,Thalasseus_acuflavidus,2023-11-06,Brazil,regional_context
EPI_ISL_18130597,Thalasseus_maximus,2023-06-21,Brazil,regional_context
EPI_ISL_20299636,Thalasseus_maximus,2023-06-06,Brazil,regional_context
EPI_ISL_19215186,Thalasseus_maximus,2023-06-23,Brazil,regional_context
EPI_ISL_19215188,Thalasseus_maximus,2023-10-13,Brazil,regional_context
EPI_ISL_19215187,Thalasseus_maximus,2023-09-25,Brazil,regional_context
EPI_ISL_19215189,Thalasseus_maximus,2023-06-05,Brazil,regional_context
EPI_ISL_19215200,Thalasseus_maximus,2023-12-13,Brazil,regional_context
EPI_ISL_18132276,Tundra_Swan,2022-04-07,USA,american_anchor
EPI_ISL_18698508,Turkey,2023-03-31,Argentina,regional_context
EPI_ISL_18698513,Turkey,2023-04-17,Argentina,regional_context
EPI_ISL_18698514,Turkey,2023-04-19,Argentina,regional_context
EPI_ISL_20386302,Turkey,2025-07-31,Argentina,regional_context
EPI_ISL_18698497,Turkey,2023-03-04,Argentina,regional_context
EPI_ISL_20444525,Turkey,2023-03-07,Chile,regional_context
EPI_ISL_20444524,Turkey,2023-03-18,Chile,regional_context
EPI_ISL_20444523,Turkey,2023-03-29,Chile,regional_context
EPI_ISL_20444529,Turkey,2023-03-29,Chile,regional_context
EPI_ISL_20444522,Turkey,2023-03-29,Chile,regional_context
EPI_ISL_20444520,Turkey,2023-04-13,Chile,regional_context
EPI_ISL_20444519,Turkey,2023-04-17,Chile,regional_context
EPI_ISL_20444518,Turkey,2023-04-19,Chile,regional_context
EPI_ISL_20444511,Turkey,2023-04-19,Chile,regional_context
EPI_ISL_20444510,Turkey,2023-04-19,Chile,regional_context
EPI_ISL_20444509,Turkey,2023-05-09,Chile,regional_context
EPI_ISL_20444521,Turkey,2023-03-29,Chile,regional_context
EPI_ISL_20443473,Turkey,2026-03-26,Chile,regional_context
EPI_ISL_17885970,Turkey_vulture,2022-12-17,Chile,regional_context
EPI_ISL_17885968,Turkey_vulture,2022-12-31,Chile,regional_context
EPI_ISL_18132593,Vulture,2022-04-24,USA,american_anchor
EPI_ISL_18132516,Vulture,2022-04-13,USA,american_anchor
EPI_ISL_18132478,Wood_Duck,2022-01-29,USA,american_anchor
EPI_ISL_18132475,Wood_Duck,2022-02-13,USA,american_anchor
EPI_ISL_16641771,american_crow,2022-03-15,USA,american_anchor
EPI_ISL_16641772,american_crow,2022-03-15,USA,american_anchor
EPI_ISL_16641773,american_crow,2022-03-16,USA,american_anchor
EPI_ISL_16641794,american_crow,2022-03-22,USA,american_anchor
EPI_ISL_16641775,american_crow,2022-03-09,USA,american_anchor
EPI_ISL_19606635,american_crow,2022-05-05,USA,american_anchor
EPI_ISL_19606713,american_green_winged_teal,2022-01-01,USA,american_anchor
EPI_ISL_19606681,american_white_pelican,2022-07-19,USA,american_anchor
EPI_ISL_19606683,american_white_pelican,2022-07-27,USA,american_anchor
EPI_ISL_19606691,american_white_pelican,2022-07-01,USA,american_anchor
EPI_ISL_19606619,american_white_pelican,2022-06-06,USA,american_anchor
EPI_ISL_19606560,american_white_pelican,2022-06-08,USA,american_anchor
EPI_ISL_19606563,american_white_pelican,2022-07-19,USA,american_anchor
EPI_ISL_19606576,american_white_pelican,2022-04-21,USA,american_anchor
EPI_ISL_19606555,american_wigeon,2022-01-25,USA,american_anchor
EPI_ISL_19606557,american_wigeon,2022-01-30,USA,american_anchor
EPI_ISL_18107055,american_wigeon,2022-01-30,USA,american_anchor
EPI_ISL_19606615,american_wood_stork,2022-06-14,USA,american_anchor
EPI_ISL_20444537,avian,2022-12-05,Chile,regional_context
EPI_ISL_20444530,avian,2022-12-05,Chile,regional_context
EPI_ISL_20444543,avian,2023-02-16,Chile,regional_context
EPI_ISL_20444542,avian,2023-03-06,Chile,regional_context
EPI_ISL_20444541,avian,2023-06-01,Chile,regional_context
EPI_ISL_20444540,avian,2023-06-03,Chile,regional_context
EPI_ISL_20444539,avian,2023-08-01,Chile,regional_context
EPI_ISL_20444538,avian,2023-08-16,Chile,regional_context
EPI_ISL_20444536,avian,2023-08-17,Chile,regional_context
EPI_ISL_20444535,avian,2023-08-18,Chile,regional_context
EPI_ISL_20444534,avian,2023-08-22,Chile,regional_context
EPI_ISL_20444533,avian,2023-08-25,Chile,regional_context
EPI_ISL_20444532,avian,2023-08-24,Chile,regional_context
EPI_ISL_20444531,avian,2023-08-30,Chile,regional_context
EPI_ISL_20444508,avian,2023-09-01,Chile,regional_context
EPI_ISL_20444507,avian,2023-08-31,Chile,regional_context
EPI_ISL_20444506,avian,2023-09-06,Chile,regional_context
EPI_ISL_20444497,avian,2023-09-13,Chile,regional_context
EPI_ISL_20444475,avian,2023-09-21,Chile,regional_context
EPI_ISL_20444476,avian,2023-09-25,Chile,regional_context
EPI_ISL_20444477,avian,2023-09-26,Chile,regional_context
EPI_ISL_20444478,avian,2023-09-27,Chile,regional_context
EPI_ISL_20444479,avian,2023-09-29,Chile,regional_context
EPI_ISL_20444480,avian,2023-09-29,Chile,regional_context
EPI_ISL_20444481,avian,2023-10-02,Chile,regional_context
EPI_ISL_20444482,avian,2023-10-06,Chile,regional_context
EPI_ISL_20444483,avian,2023-10-10,Chile,regional_context
EPI_ISL_20444484,avian,2023-10-11,Chile,regional_context
EPI_ISL_20444485,avian,2023-10-20,Chile,regional_context
EPI_ISL_20444486,avian,2023-10-06,Chile,regional_context
EPI_ISL_20444487,avian,2023-11-28,Chile,regional_context
EPI_ISL_20444488,avian,2023-12-02,Chile,regional_context
EPI_ISL_20444489,avian,2023-12-11,Chile,regional_context
EPI_ISL_20444490,avian,2023-12-14,Chile,regional_context
EPI_ISL_17805997,avian,2022-11-22,Peru,regional_context
EPI_ISL_17805998,avian,2022-11-22,Peru,regional_context
EPI_ISL_18310942,backyard_chicken,2023-03-03,Uruguay,regional_context
EPI_ISL_18310967,backyard_chicken,2023-03-03,Uruguay,regional_context
EPI_ISL_18310966,backyard_chicken,2023-03-06,Uruguay,regional_context
EPI_ISL_18310965,backyard_chicken,2023-03-06,Uruguay,regional_context
EPI_ISL_18310964,backyard_chicken,2023-04-16,Uruguay,regional_context
EPI_ISL_18310963,backyard_chicken,2023-04-17,Uruguay,regional_context
EPI_ISL_18310962,backyard_chicken,2023-04-17,Uruguay,regional_context
EPI_ISL_18310961,backyard_chicken,2023-05-03,Uruguay,regional_context
EPI_ISL_18310960,backyard_duck,2023-04-16,Uruguay,regional_context
EPI_ISL_18310959,backyard_turkey,2023-04-16,Uruguay,regional_context
EPI_ISL_19158217,bald_eagle,2022-05-20,USA,american_anchor
EPI_ISL_19158210,bald_eagle,2022-01-01,USA,american_anchor
EPI_ISL_19158209,bald_eagle,2022-01-01,USA,american_anchor
EPI_ISL_15063846,bald_eagle,2022-02-12,USA,american_anchor
EPI_ISL_15214839,bald_eagle,2022-02-28,USA,american_anchor
EPI_ISL_14937069,bald_eagle,2022-03-08,USA,american_anchor
EPI_ISL_19606594,bald_eagle,2022-06-22,USA,american_anchor
EPI_ISL_19606598,bald_eagle,2022-01-01,USA,american_anchor
EPI_ISL_19606599,bald_eagle,2022-01-01,USA,american_anchor
EPI_ISL_19606600,bald_eagle,2022-01-01,USA,american_anchor
EPI_ISL_19606602,bald_eagle,2022-01-01,USA,american_anchor
EPI_ISL_19606603,bald_eagle,2022-01-01,USA,american_anchor
EPI_ISL_19606604,bald_eagle,2022-01-01,USA,american_anchor
EPI_ISL_19606727,bald_eagle,2022-05-23,USA,american_anchor
EPI_ISL_19607135,bald_eagle,2022-06-08,USA,american_anchor
EPI_ISL_19607137,bald_eagle,2022-06-08,USA,american_anchor
EPI_ISL_19607138,bald_eagle,2022-06-08,USA,american_anchor
EPI_ISL_19607139,bald_eagle,2022-06-14,USA,american_anchor
EPI_ISL_19607141,bald_eagle,2022-06-14,USA,american_anchor
EPI_ISL_19607142,bald_eagle,2022-06-30,USA,american_anchor
EPI_ISL_19607147,bald_eagle,2022-04-15,USA,american_anchor
EPI_ISL_19607129,bald_eagle,2022-05-05,USA,american_anchor
EPI_ISL_19607114,bald_eagle,2022-01-01,USA,american_anchor
EPI_ISL_19607115,bald_eagle,2022-07-06,USA,american_anchor
EPI_ISL_19607187,bald_eagle,2022-07-22,USA,american_anchor
EPI_ISL_19607193,bald_eagle,2022-05-05,USA,american_anchor
EPI_ISL_19660948,bald_eagle,2022-04-22,Unknown,regional_context
EPI_ISL_18914308,bald_eagle,2022-04-22,Unknown,regional_context
EPI_ISL_19607184,bald_eagle,2022-07-29,USA,american_anchor
EPI_ISL_19607162,bald_eagle,2022-04-24,USA,american_anchor
EPI_ISL_19607167,bald_eagle,2022-05-01,USA,american_anchor
EPI_ISL_19607181,bald_eagle,2022-05-25,USA,american_anchor
EPI_ISL_19131167,band-tailed_gull,2022-12-19,Chile,regional_context
EPI_ISL_19131176,band-tailed_gull,2023-02-25,Chile,regional_context
EPI_ISL_19607178,barred_owl,2022-05-05,USA,american_anchor
EPI_ISL_18760070,black-necked_swan,2023-04-05,LosRios,regional_context
EPI_ISL_18310958,black-necked_swan,2023-02-18,Uruguay,regional_context
EPI_ISL_18310957,black-necked_swan,2023-03-15,Uruguay,regional_context
EPI_ISL_19158178,black_brant,2022-06-06,USA,american_anchor
EPI_ISL_19158174,black_brant,2022-06-22,USA,american_anchor
EPI_ISL_16891402,black_skimmer,2022-12-02,Chile,regional_context
EPI_ISL_19606729,black_vulture,2022-05-11,USA,american_anchor
EPI_ISL_19606734,black_vulture,2022-05-21,USA,american_anchor
EPI_ISL_19606737,black_vulture,2022-06-11,USA,american_anchor
EPI_ISL_19606739,black_vulture,2022-06-19,USA,american_anchor
EPI_ISL_19606741,black_vulture,2022-06-28,USA,american_anchor
EPI_ISL_19606742,black_vulture,2022-06-26,USA,american_anchor
EPI_ISL_19606746,black_vulture,2022-07-04,USA,american_anchor
EPI_ISL_19606748,black_vulture,2022-07-02,USA,american_anchor
EPI_ISL_19606779,black_vulture,2022-07-01,USA,american_anchor
EPI_ISL_19606819,black_vulture,2022-07-08,USA,american_anchor
EPI_ISL_19606822,black_vulture,2022-07-12,USA,american_anchor
EPI_ISL_19606825,black_vulture,2022-07-15,USA,american_anchor
EPI_ISL_19606828,black_vulture,2022-07-21,USA,american_anchor
EPI_ISL_19606832,black_vulture,2022-07-26,USA,american_anchor
EPI_ISL_19606833,black_vulture,2022-07-31,USA,american_anchor
EPI_ISL_19606817,black_vulture,2022-07-30,USA,american_anchor
EPI_ISL_19606791,black_vulture,2022-07-30,USA,american_anchor
EPI_ISL_19606781,black_vulture,2022-07-28,USA,american_anchor
EPI_ISL_19606273,black_vulture,2022-05-31,USA,american_anchor
EPI_ISL_19606274,black_vulture,2022-05-31,USA,american_anchor
EPI_ISL_19606275,black_vulture,2022-06-02,USA,american_anchor
EPI_ISL_18697750,black_vulture,2022-01-01,USA,american_anchor
EPI_ISL_17885990,black_vulture,2022-07-01,USA,american_anchor
EPI_ISL_19064367,black_vulture,2022-01-01,USA,american_anchor
EPI_ISL_15078239,black_vulture,2022-04-21,USA,american_anchor
EPI_ISL_19606163,black_vulture,2022-05-19,USA,american_anchor
EPI_ISL_19606135,black_vulture,2022-05-19,USA,american_anchor
EPI_ISL_19606061,black_vulture,2022-05-24,USA,american_anchor
EPI_ISL_19606063,black_vulture,2022-05-24,USA,american_anchor
EPI_ISL_19606215,black_vulture,2022-05-05,USA,american_anchor
EPI_ISL_19606218,black_vulture,2022-05-12,USA,american_anchor
EPI_ISL_19606219,black_vulture,2022-06-03,USA,american_anchor
EPI_ISL_19606224,black_vulture,2022-06-10,USA,american_anchor
EPI_ISL_19606225,black_vulture,2022-06-10,USA,american_anchor
EPI_ISL_19606227,black_vulture,2022-06-07,USA,american_anchor
EPI_ISL_19606228,black_vulture,2022-07-08,USA,american_anchor
EPI_ISL_19606229,black_vulture,2022-07-08,USA,american_anchor
EPI_ISL_19606188,black_vulture,2022-05-10,USA,american_anchor
EPI_ISL_19606338,black_vulture,2022-06-30,USA,american_anchor
EPI_ISL_19606339,black_vulture,2022-06-30,USA,american_anchor
EPI_ISL_19606340,black_vulture,2022-06-30,USA,american_anchor
EPI_ISL_18760071,brown-hooded_gull,2023-04-04,LosRios,regional_context
EPI_ISL_18760072,brown-hooded_gull,2023-04-04,LosRios,regional_context
EPI_ISL_17660074,brown_booby,2022-11-11,Peru,regional_context
EPI_ISL_20300014,brown_skua,2025-01-08,Antarctica,regional_context
EPI_ISL_20300015,brown_skua,2025-01-09,Antarctica,regional_context
EPI_ISL_20300016,brown_skua,2025-01-09,Antarctica,regional_context
EPI_ISL_20300017,brown_skua,2025-01-09,Antarctica,regional_context
EPI_ISL_20300018,brown_skua,2025-01-09,Antarctica,regional_context
EPI_ISL_20300019,brown_skua,2025-01-13,Antarctica,regional_context
EPI_ISL_19418491,buff-necked_ibis,2023-04-07,Chile,regional_context
EPI_ISL_19391458,burmeisters_porpoise,2023-03-31,Chile,regional_context
EPI_ISL_19606398,canada_goose,2022-07-05,USA,american_anchor
EPI_ISL_19606401,canada_goose,2022-07-20,USA,american_anchor
EPI_ISL_19606402,canada_goose,2022-07-20,USA,american_anchor
EPI_ISL_19606403,canada_goose,2022-07-20,USA,american_anchor
EPI_ISL_19606404,canada_goose,2022-07-25,USA,american_anchor
EPI_ISL_19606405,canada_goose,2022-08-01,USA,american_anchor
EPI_ISL_19606532,canada_goose,2022-07-14,USA,american_anchor
EPI_ISL_19607750,canada_goose,2022-05-17,USA,american_anchor
EPI_ISL_19607853,canada_goose,2022-05-09,USA,american_anchor
EPI_ISL_19607856,canada_goose,2022-05-09,USA,american_anchor
EPI_ISL_19607802,canada_goose,2022-06-14,USA,american_anchor
EPI_ISL_19607806,canada_goose,2022-01-01,USA,american_anchor
EPI_ISL_19607658,canada_goose,2022-07-20,USA,american_anchor
EPI_ISL_19607812,canada_goose,2022-06-26,USA,american_anchor
EPI_ISL_19607813,canada_goose,2022-06-26,USA,american_anchor
EPI_ISL_19607632,canada_goose,2022-01-01,USA,american_anchor
EPI_ISL_19607722,canada_goose,2022-06-10,USA,american_anchor
EPI_ISL_19607723,canada_goose,2022-06-23,USA,american_anchor
EPI_ISL_19607724,canada_goose,2022-07-01,USA,american_anchor
EPI_ISL_19607725,canada_goose,2022-07-05,USA,american_anchor
EPI_ISL_19607727,canada_goose,2022-07-08,USA,american_anchor
EPI_ISL_19607729,canada_goose,2022-08-01,USA,american_anchor
EPI_ISL_19718377,canada_goose,2022-01-01,USA,american_anchor
EPI_ISL_19607696,canada_goose,2022-05-18,USA,american_anchor
EPI_ISL_19608036,canada_goose,2022-04-26,USA,american_anchor
EPI_ISL_19608069,canada_goose,2022-05-11,USA,american_anchor
EPI_ISL_19608070,canada_goose,2022-05-09,USA,american_anchor
EPI_ISL_19608077,canada_goose,2022-05-23,USA,american_anchor
EPI_ISL_19608080,canada_goose,2022-05-26,USA,american_anchor
EPI_ISL_19608081,canada_goose,2022-05-26,USA,american_anchor
EPI_ISL_19608084,canada_goose,2022-05-23,USA,american_anchor
EPI_ISL_19608046,canada_goose,2022-01-01,USA,american_anchor
EPI_ISL_18760065,caracara,2023-03-15,Chile,regional_context
EPI_ISL_19608056,caspian_tern,2022-06-06,USA,american_anchor
EPI_ISL_19608057,caspian_tern,2022-07-07,USA,american_anchor
EPI_ISL_19608059,caspian_tern,2022-07-27,USA,american_anchor
EPI_ISL_19608060,caspian_tern,2022-06-02,USA,american_anchor
EPI_ISL_19608141,caspian_tern,2022-06-02,USA,american_anchor
EPI_ISL_19608091,caspian_tern,2022-06-02,USA,american_anchor
EPI_ISL_17885958,chicken,2023-02-28,Chile,regional_context
EPI_ISL_17885954,chicken,2023-03-02,Chile,regional_context
EPI_ISL_17885952,chicken,2023-03-02,Chile,regional_context
EPI_ISL_17885949,chicken,2023-03-07,Chile,regional_context
EPI_ISL_17885946,chicken,2023-03-14,Chile,regional_context
EPI_ISL_17885945,chicken,2023-03-14,Chile,regional_context
EPI_ISL_18760073,chicken,2023-03-25,Chile,regional_context
EPI_ISL_18760074,chicken,2023-02-04,Chile,regional_context
EPI_ISL_19404916,chicken,2023-04-19,Chile,regional_context
EPI_ISL_18760064,chicken,2023-04-09,Chile,regional_context
EPI_ISL_18760068,chicken,2023-04-09,Chile,regional_context
EPI_ISL_17353507,chicken,2022-11-08,Colombia,regional_context
EPI_ISL_19752381,chicken,2025-02-06,Argentina,regional_context
EPI_ISL_20444504,chicken,2023-03-06,Chile,regional_context
EPI_ISL_20444503,chicken,2023-03-07,Chile,regional_context
EPI_ISL_20444502,chicken,2023-03-12,Chile,regional_context
EPI_ISL_20444501,chicken,2023-03-12,Chile,regional_context
EPI_ISL_20444500,chicken,2023-03-12,Chile,regional_context
EPI_ISL_20444499,chicken,2023-03-13,Chile,regional_context
EPI_ISL_20444505,chicken,2023-03-10,Chile,regional_context
EPI_ISL_20444498,chicken,2023-03-10,Chile,regional_context
EPI_ISL_20444496,chicken,2023-03-10,Chile,regional_context
EPI_ISL_20444495,chicken,2023-03-10,Chile,regional_context
EPI_ISL_20444494,chicken,2023-03-15,Chile,regional_context
EPI_ISL_20444493,chicken,2023-03-18,Chile,regional_context
EPI_ISL_20444492,chicken,2023-03-16,Chile,regional_context
EPI_ISL_20444491,chicken,2023-03-18,Chile,regional_context
EPI_ISL_20444457,chicken,2023-03-18,Chile,regional_context
EPI_ISL_20444456,chicken,2023-03-18,Chile,regional_context
EPI_ISL_20444455,chicken,2023-03-22,Chile,regional_context
EPI_ISL_20444454,chicken,2023-03-22,Chile,regional_context
EPI_ISL_20444438,chicken,2023-03-30,Chile,regional_context
EPI_ISL_20444439,chicken,2023-04-05,Chile,regional_context
EPI_ISL_20444440,chicken,2023-04-07,Chile,regional_context
EPI_ISL_20444441,chicken,2023-04-07,Chile,regional_context
EPI_ISL_20444442,chicken,2023-04-07,Chile,regional_context
EPI_ISL_20444443,chicken,2023-04-07,Chile,regional_context
EPI_ISL_20444444,chicken,2023-04-12,Chile,regional_context
EPI_ISL_20444445,chicken,2023-04-12,Chile,regional_context
EPI_ISL_20444446,chicken,2023-04-12,Chile,regional_context
EPI_ISL_20444447,chicken,2023-04-12,Chile,regional_context
EPI_ISL_20444448,chicken,2023-04-19,Chile,regional_context
EPI_ISL_20444449,chicken,2023-05-09,Chile,regional_context
EPI_ISL_20444450,chicken,2023-06-03,Chile,regional_context
EPI_ISL_20444451,chicken,2023-06-03,Chile,regional_context
EPI_ISL_20444452,chicken,2023-06-03,Chile,regional_context
EPI_ISL_20444453,chicken,2023-06-03,Chile,regional_context
EPI_ISL_17353508,chicken,2022-11-13,Colombia,regional_context
EPI_ISL_17353509,chicken,2022-11-01,Colombia,regional_context
EPI_ISL_19410267,chicken,2023-01-26,Bolivia,regional_context
EPI_ISL_19410268,chicken,2023-02-01,Bolivia,regional_context
EPI_ISL_19410294,chicken,2023-02-02,Bolivia,regional_context
EPI_ISL_19410295,chicken,2023-02-03,Bolivia,regional_context
EPI_ISL_19410269,chicken,2023-02-07,Bolivia,regional_context
EPI_ISL_19410270,chicken,2023-02-17,Bolivia,regional_context
EPI_ISL_19410271,chicken,2023-02-18,Bolivia,regional_context
EPI_ISL_19410272,chicken,2023-03-01,Bolivia,regional_context
EPI_ISL_19410296,chicken,2023-03-03,Bolivia,regional_context
EPI_ISL_19410273,chicken,2023-03-03,Bolivia,regional_context
EPI_ISL_19410274,chicken,2023-03-03,Bolivia,regional_context
EPI_ISL_19418487,chicken,2023-03-03,Bolivia,regional_context
EPI_ISL_19410297,chicken,2023-03-09,Bolivia,regional_context
EPI_ISL_19410298,chicken,2023-05-13,Bolivia,regional_context
EPI_ISL_19797443,chicken,2022-01-01,USA,american_anchor
EPI_ISL_16171332,chicken,2022-04-19,USA,american_anchor
EPI_ISL_19559093,chicken,2022-06-05,USA,american_anchor
EPI_ISL_19559097,chicken,2022-06-05,USA,american_anchor
EPI_ISL_19559105,chicken,2022-06-07,USA,american_anchor
EPI_ISL_17353510,chicken,2022-11-26,Argentina,regional_context
EPI_ISL_11628223,chicken,2022-02-21,USA,american_anchor
EPI_ISL_11628224,chicken,2022-02-21,USA,american_anchor
EPI_ISL_16157545,chicken,2022-11-25,Ecuador,flu_costa
EPI_ISL_16161673,chicken,2022-11-25,Ecuador,flu_costa
EPI_ISL_16161675,chicken,2022-11-25,Ecuador,flu_costa
EPI_ISL_16102931,chicken,2022-04-18,USA,american_anchor
EPI_ISL_16240224,chicken,2022-05-09,USA,american_anchor
EPI_ISL_16240643,chicken,2022-05-10,USA,american_anchor
EPI_ISL_16243894,chicken,2022-05-16,USA,american_anchor
EPI_ISL_16244007,chicken,2022-05-16,USA,american_anchor
EPI_ISL_18132569,chicken,2022-04-14,USA,american_anchor
EPI_ISL_18132557,chicken,2022-04-23,USA,american_anchor
EPI_ISL_18132521,chicken,2022-03-25,USA,american_anchor
EPI_ISL_18132513,chicken,2022-03-31,USA,american_anchor
EPI_ISL_18132579,chicken,2022-04-01,USA,american_anchor
EPI_ISL_11897703,chicken,2022-03-16,USA,american_anchor
EPI_ISL_18132603,chicken,2022-02-11,USA,american_anchor
EPI_ISL_18132607,chicken,2022-02-11,USA,american_anchor
EPI_ISL_17353838,chicken,2022-11-18,Colombia,regional_context
EPI_ISL_11628232,chicken,2022-02-20,USA,american_anchor
EPI_ISL_11897692,chicken,2022-03-11,USA,american_anchor
EPI_ISL_19546783,chicken,2022-06-27,USA,american_anchor
EPI_ISL_18132691,chicken,2022-03-03,USA,american_anchor
EPI_ISL_18132687,chicken,2022-03-03,USA,american_anchor
EPI_ISL_19410280,chicken,2023-04-07,Chile,regional_context
EPI_ISL_18760060,chicken,2023-03-20,Chile,regional_context
EPI_ISL_18132644,chicken,2022-04-25,USA,american_anchor
EPI_ISL_15004413,chicken,2022-04-10,USA,american_anchor
EPI_ISL_16171457,chicken,2022-04-26,USA,american_anchor
EPI_ISL_16240644,chicken,2022-05-10,USA,american_anchor
EPI_ISL_16243981,chicken,2022-05-13,USA,american_anchor
EPI_ISL_11628248,chicken,2022-03-03,USA,american_anchor
EPI_ISL_12567533,chicken,2022-03-24,USA,american_anchor
EPI_ISL_18132633,chicken,2022-03-23,USA,american_anchor
