Building DAG of jobs...
output_file	date	rule	log-file(s)	input-file(s)	shellcmd	status	plan
results/qc_metrics/alignments/nextclade_NA_report.tsv	Tue May 26 04:50:23 2026	run_nextclade_alignment_per_segment		data/phylogeny/by_segment/H5N1_NA.fasta,data/phylogeny/by_segment/H5N1_NA_ref.fasta,resources/nextclade_h5n1_ha	if [ "NA" = "HA" ]; then;             nextclade run \;                 --input-dataset resources/nextclade_h5n1_ha \;                 --output-fasta data/processed_alignments/codon_aware/H5N1_NA.mafft \;                 --output-tsv results/qc_metrics/alignments/nextclade_NA_report.tsv \;                 --jobs 16 \;                 data/phylogeny/by_segment/H5N1_NA.fasta;         else;             nextclade run \;                 --input-ref data/phylogeny/by_segment/H5N1_NA_ref.fasta \;                 --output-fasta data/processed_alignments/codon_aware/H5N1_NA.mafft \;                 --output-tsv results/qc_metrics/alignments/nextclade_NA_report.tsv \;                 --jobs 16 \;                 data/phylogeny/by_segment/H5N1_NA.fasta;         fi	ok	update pending
data/phylogeny/by_segment/H5N1_NA_ref.fasta	-	extract_segment_reference		data/phylogeny/by_segment/H5N1_NA.fasta	python code/build_inputs/extract_reference.py \;             --input-fasta data/phylogeny/by_segment/H5N1_NA.fasta \;             --reference-id Flu-0316 \;             --output-fasta data/phylogeny/by_segment/H5N1_NA_ref.fasta	removed temp file	update pending
data/processed_alignments/codon_aware/H5N1_MP.mafft	Tue May 26 04:50:22 2026	run_nextclade_alignment_per_segment		data/phylogeny/by_segment/H5N1_MP.fasta,data/phylogeny/by_segment/H5N1_MP_ref.fasta,resources/nextclade_h5n1_ha	if [ "MP" = "HA" ]; then;             nextclade run \;                 --input-dataset resources/nextclade_h5n1_ha \;                 --output-fasta data/processed_alignments/codon_aware/H5N1_MP.mafft \;                 --output-tsv results/qc_metrics/alignments/nextclade_MP_report.tsv \;                 --jobs 16 \;                 data/phylogeny/by_segment/H5N1_MP.fasta;         else;             nextclade run \;                 --input-ref data/phylogeny/by_segment/H5N1_MP_ref.fasta \;                 --output-fasta data/processed_alignments/codon_aware/H5N1_MP.mafft \;                 --output-tsv results/qc_metrics/alignments/nextclade_MP_report.tsv \;                 --jobs 16 \;                 data/phylogeny/by_segment/H5N1_MP.fasta;         fi	ok	update pending
results/qc_metrics/alignments/nextclade_MP_report.tsv	Tue May 26 04:50:22 2026	run_nextclade_alignment_per_segment		data/phylogeny/by_segment/H5N1_MP.fasta,data/phylogeny/by_segment/H5N1_MP_ref.fasta,resources/nextclade_h5n1_ha	if [ "MP" = "HA" ]; then;             nextclade run \;                 --input-dataset resources/nextclade_h5n1_ha \;                 --output-fasta data/processed_alignments/codon_aware/H5N1_MP.mafft \;                 --output-tsv results/qc_metrics/alignments/nextclade_MP_report.tsv \;                 --jobs 16 \;                 data/phylogeny/by_segment/H5N1_MP.fasta;         else;             nextclade run \;                 --input-ref data/phylogeny/by_segment/H5N1_MP_ref.fasta \;                 --output-fasta data/processed_alignments/codon_aware/H5N1_MP.mafft \;                 --output-tsv results/qc_metrics/alignments/nextclade_MP_report.tsv \;                 --jobs 16 \;                 data/phylogeny/by_segment/H5N1_MP.fasta;         fi	ok	update pending
data/phylogeny/by_segment/H5N1_MP_ref.fasta	-	extract_segment_reference		data/phylogeny/by_segment/H5N1_MP.fasta	python code/build_inputs/extract_reference.py \;             --input-fasta data/phylogeny/by_segment/H5N1_MP.fasta \;             --reference-id Flu-0316 \;             --output-fasta data/phylogeny/by_segment/H5N1_MP_ref.fasta	removed temp file	update pending
data/processed_alignments/codon_aware/H5N1_NS.mafft	Tue May 26 04:50:24 2026	run_nextclade_alignment_per_segment		data/phylogeny/by_segment/H5N1_NS.fasta,data/phylogeny/by_segment/H5N1_NS_ref.fasta,resources/nextclade_h5n1_ha	if [ "NS" = "HA" ]; then;             nextclade run \;                 --input-dataset resources/nextclade_h5n1_ha \;                 --output-fasta data/processed_alignments/codon_aware/H5N1_NS.mafft \;                 --output-tsv results/qc_metrics/alignments/nextclade_NS_report.tsv \;                 --jobs 16 \;                 data/phylogeny/by_segment/H5N1_NS.fasta;         else;             nextclade run \;                 --input-ref data/phylogeny/by_segment/H5N1_NS_ref.fasta \;                 --output-fasta data/processed_alignments/codon_aware/H5N1_NS.mafft \;                 --output-tsv results/qc_metrics/alignments/nextclade_NS_report.tsv \;                 --jobs 16 \;                 data/phylogeny/by_segment/H5N1_NS.fasta;         fi	ok	update pending
results/qc_metrics/alignments/nextclade_NS_report.tsv	Tue May 26 04:50:24 2026	run_nextclade_alignment_per_segment		data/phylogeny/by_segment/H5N1_NS.fasta,data/phylogeny/by_segment/H5N1_NS_ref.fasta,resources/nextclade_h5n1_ha	if [ "NS" = "HA" ]; then;             nextclade run \;                 --input-dataset resources/nextclade_h5n1_ha \;                 --output-fasta data/processed_alignments/codon_aware/H5N1_NS.mafft \;                 --output-tsv results/qc_metrics/alignments/nextclade_NS_report.tsv \;                 --jobs 16 \;                 data/phylogeny/by_segment/H5N1_NS.fasta;         else;             nextclade run \;                 --input-ref data/phylogeny/by_segment/H5N1_NS_ref.fasta \;                 --output-fasta data/processed_alignments/codon_aware/H5N1_NS.mafft \;                 --output-tsv results/qc_metrics/alignments/nextclade_NS_report.tsv \;                 --jobs 16 \;                 data/phylogeny/by_segment/H5N1_NS.fasta;         fi	ok	update pending
data/phylogeny/by_segment/H5N1_NS_ref.fasta	-	extract_segment_reference		data/phylogeny/by_segment/H5N1_NS.fasta	python code/build_inputs/extract_reference.py \;             --input-fasta data/phylogeny/by_segment/H5N1_NS.fasta \;             --reference-id Flu-0316 \;             --output-fasta data/phylogeny/by_segment/H5N1_NS_ref.fasta	removed temp file	update pending
results/phylogeny/iq-tree/full_concat/H5N1_full_concat_beast.treefile	-	iqtree_fast_full_concat		data/phylogeny/H5N1_full_concat_beast.partitions,data/phylogeny/aligned/H5N1_full_concat_beast.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/full_concat/fast/fast);         rm -f results/phylogeny/iq-tree/full_concat/fast/fast.ckp.gz;         iqtree -s data/phylogeny/aligned/H5N1_full_concat_beast.mafft -spp data/phylogeny/H5N1_full_concat_beast.partitions -pre results/phylogeny/iq-tree/full_concat/fast/fast --pathogen -seed 39809473 -nt 16 -redo;         mv results/phylogeny/iq-tree/full_concat/fast/fast.treefile results/phylogeny/iq-tree/full_concat/H5N1_full_concat_beast.treefile	missing	update pending
results/phylogeny/iq-tree/PB2/rep1.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_PB2.codon.partitions,data/processed_alignments/codon_aware/H5N1_PB2.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/PB2/rep1/rep1); 		iqtree -s data/processed_alignments/codon_aware/H5N1_PB2.mafft -spp data/processed_alignments/codon_aware/H5N1_PB2.codon.partitions -pre results/phylogeny/iq-tree/PB2/rep1/rep1 -seed 39809474 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/PB2/rep1/rep1.treefile results/phylogeny/iq-tree/PB2/rep1.treefile	missing	update pending
data/phylogeny/main_panel/H5N1_PB2.fasta	-	apply_panel_to_segment_alignments	-	-	-	missing	update pending
data/phylogeny/main_panel/H5N1_PB1.fasta	-	apply_panel_to_segment_alignments	-	-	-	missing	update pending
data/phylogeny/main_panel/H5N1_PA.fasta	-	apply_panel_to_segment_alignments	-	-	-	missing	update pending
data/phylogeny/main_panel/H5N1_HA.fasta	-	apply_panel_to_segment_alignments	-	-	-	missing	update pending
data/phylogeny/main_panel/H5N1_NP.fasta	-	apply_panel_to_segment_alignments	-	-	-	missing	update pending
data/phylogeny/main_panel/H5N1_NA.fasta	-	apply_panel_to_segment_alignments	-	-	-	missing	update pending
data/phylogeny/main_panel/H5N1_MP.fasta	-	apply_panel_to_segment_alignments	-	-	-	missing	update pending
data/phylogeny/main_panel/H5N1_NS.fasta	-	apply_panel_to_segment_alignments	-	-	-	missing	update pending
data/phylogeny/main_panel/main_alignment.fasta	-	apply_panel_to_segment_alignments	-	-	-	missing	update pending
data/phylogeny/main_panel/main_alignment.partitions	-	apply_panel_to_segment_alignments	-	-	-	missing	update pending
data/phylogeny/rtt/panel_main_concat.filtered.fasta	Tue May 26 05:03:32 2026	prune_tree_by_distance_to_core		data/phylogeny/aligned/H5N1_full_concat_beast.mafft,results/phylogeny/iq-tree/full_concat/H5N1_full_concat_beast.treefile	python code/01_ml_trees/prune_panel_by_distance.py \;             --alignment data/phylogeny/aligned/H5N1_full_concat_beast.mafft \;             --tree results/phylogeny/iq-tree/full_concat/H5N1_full_concat_beast.treefile \;             --panel-main-out data/phylogeny/rtt/panel_main_taxa.filtered.tsv \;             --out-alignment data/phylogeny/rtt/panel_main_concat.filtered.fasta \;             --out-tree data/phylogeny/rtt/panel_main_concat.filtered.nwk \;             --audit-out data/phylogeny/rtt/panel_main_concat.filtered.audit.tsv \;             --distance-audit-out data/phylogeny/rtt/panel_distance_audit.tsv \;             --discarded-csv results/qc_metrics/alignments/pruning_discarded_sequences.csv \;             --n-closest 200 \;             --max-distance 0.08 \;             --protect-anchors-per-month 2	ok	update pending
data/phylogeny/rtt/panel_main_concat.filtered.nwk	Tue May 26 05:03:32 2026	prune_tree_by_distance_to_core		data/phylogeny/aligned/H5N1_full_concat_beast.mafft,results/phylogeny/iq-tree/full_concat/H5N1_full_concat_beast.treefile	python code/01_ml_trees/prune_panel_by_distance.py \;             --alignment data/phylogeny/aligned/H5N1_full_concat_beast.mafft \;             --tree results/phylogeny/iq-tree/full_concat/H5N1_full_concat_beast.treefile \;             --panel-main-out data/phylogeny/rtt/panel_main_taxa.filtered.tsv \;             --out-alignment data/phylogeny/rtt/panel_main_concat.filtered.fasta \;             --out-tree data/phylogeny/rtt/panel_main_concat.filtered.nwk \;             --audit-out data/phylogeny/rtt/panel_main_concat.filtered.audit.tsv \;             --distance-audit-out data/phylogeny/rtt/panel_distance_audit.tsv \;             --discarded-csv results/qc_metrics/alignments/pruning_discarded_sequences.csv \;             --n-closest 200 \;             --max-distance 0.08 \;             --protect-anchors-per-month 2	ok	update pending
data/phylogeny/rtt/panel_main_concat.filtered.audit.tsv	Tue May 26 05:03:32 2026	prune_tree_by_distance_to_core		data/phylogeny/aligned/H5N1_full_concat_beast.mafft,results/phylogeny/iq-tree/full_concat/H5N1_full_concat_beast.treefile	python code/01_ml_trees/prune_panel_by_distance.py \;             --alignment data/phylogeny/aligned/H5N1_full_concat_beast.mafft \;             --tree results/phylogeny/iq-tree/full_concat/H5N1_full_concat_beast.treefile \;             --panel-main-out data/phylogeny/rtt/panel_main_taxa.filtered.tsv \;             --out-alignment data/phylogeny/rtt/panel_main_concat.filtered.fasta \;             --out-tree data/phylogeny/rtt/panel_main_concat.filtered.nwk \;             --audit-out data/phylogeny/rtt/panel_main_concat.filtered.audit.tsv \;             --distance-audit-out data/phylogeny/rtt/panel_distance_audit.tsv \;             --discarded-csv results/qc_metrics/alignments/pruning_discarded_sequences.csv \;             --n-closest 200 \;             --max-distance 0.08 \;             --protect-anchors-per-month 2	ok	update pending
data/phylogeny/rtt/panel_main_taxa.filtered.tsv	Tue May 26 05:03:32 2026	prune_tree_by_distance_to_core		data/phylogeny/aligned/H5N1_full_concat_beast.mafft,results/phylogeny/iq-tree/full_concat/H5N1_full_concat_beast.treefile	python code/01_ml_trees/prune_panel_by_distance.py \;             --alignment data/phylogeny/aligned/H5N1_full_concat_beast.mafft \;             --tree results/phylogeny/iq-tree/full_concat/H5N1_full_concat_beast.treefile \;             --panel-main-out data/phylogeny/rtt/panel_main_taxa.filtered.tsv \;             --out-alignment data/phylogeny/rtt/panel_main_concat.filtered.fasta \;             --out-tree data/phylogeny/rtt/panel_main_concat.filtered.nwk \;             --audit-out data/phylogeny/rtt/panel_main_concat.filtered.audit.tsv \;             --distance-audit-out data/phylogeny/rtt/panel_distance_audit.tsv \;             --discarded-csv results/qc_metrics/alignments/pruning_discarded_sequences.csv \;             --n-closest 200 \;             --max-distance 0.08 \;             --protect-anchors-per-month 2	ok	update pending
results/qc_metrics/alignments/pruning_discarded_sequences.csv	Tue May 26 05:03:32 2026	prune_tree_by_distance_to_core		data/phylogeny/aligned/H5N1_full_concat_beast.mafft,results/phylogeny/iq-tree/full_concat/H5N1_full_concat_beast.treefile	python code/01_ml_trees/prune_panel_by_distance.py \;             --alignment data/phylogeny/aligned/H5N1_full_concat_beast.mafft \;             --tree results/phylogeny/iq-tree/full_concat/H5N1_full_concat_beast.treefile \;             --panel-main-out data/phylogeny/rtt/panel_main_taxa.filtered.tsv \;             --out-alignment data/phylogeny/rtt/panel_main_concat.filtered.fasta \;             --out-tree data/phylogeny/rtt/panel_main_concat.filtered.nwk \;             --audit-out data/phylogeny/rtt/panel_main_concat.filtered.audit.tsv \;             --distance-audit-out data/phylogeny/rtt/panel_distance_audit.tsv \;             --discarded-csv results/qc_metrics/alignments/pruning_discarded_sequences.csv \;             --n-closest 200 \;             --max-distance 0.08 \;             --protect-anchors-per-month 2	ok	update pending
data/phylogeny/main_panel/H5N1_PB2.partitions	-	build_single_segment_codon_partition	-	-	-	missing	update pending
results/phylogeny/iq-tree/PB2/rep2.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_PB2.codon.partitions,data/processed_alignments/codon_aware/H5N1_PB2.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/PB2/rep2/rep2); 		iqtree -s data/processed_alignments/codon_aware/H5N1_PB2.mafft -spp data/processed_alignments/codon_aware/H5N1_PB2.codon.partitions -pre results/phylogeny/iq-tree/PB2/rep2/rep2 -seed 39809475 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/PB2/rep2/rep2.treefile results/phylogeny/iq-tree/PB2/rep2.treefile	missing	update pending
results/phylogeny/iq-tree/PB2/rep3.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_PB2.codon.partitions,data/processed_alignments/codon_aware/H5N1_PB2.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/PB2/rep3/rep3); 		iqtree -s data/processed_alignments/codon_aware/H5N1_PB2.mafft -spp data/processed_alignments/codon_aware/H5N1_PB2.codon.partitions -pre results/phylogeny/iq-tree/PB2/rep3/rep3 -seed 39809476 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/PB2/rep3/rep3.treefile results/phylogeny/iq-tree/PB2/rep3.treefile	missing	update pending
results/phylogeny/iq-tree/PB2/rep4.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_PB2.codon.partitions,data/processed_alignments/codon_aware/H5N1_PB2.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/PB2/rep4/rep4); 		iqtree -s data/processed_alignments/codon_aware/H5N1_PB2.mafft -spp data/processed_alignments/codon_aware/H5N1_PB2.codon.partitions -pre results/phylogeny/iq-tree/PB2/rep4/rep4 -seed 39809477 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/PB2/rep4/rep4.treefile results/phylogeny/iq-tree/PB2/rep4.treefile	missing	update pending
results/phylogeny/iq-tree/PB2/rep5.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_PB2.codon.partitions,data/processed_alignments/codon_aware/H5N1_PB2.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/PB2/rep5/rep5); 		iqtree -s data/processed_alignments/codon_aware/H5N1_PB2.mafft -spp data/processed_alignments/codon_aware/H5N1_PB2.codon.partitions -pre results/phylogeny/iq-tree/PB2/rep5/rep5 -seed 39809478 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/PB2/rep5/rep5.treefile results/phylogeny/iq-tree/PB2/rep5.treefile	missing	update pending
results/phylogeny/iq-tree/PB1/rep1.treefile	-	run_iqtree_codon_segment_replicate		data/phylogeny/final_panel/H5N1_PB1.fasta,data/phylogeny/final_panel/H5N1_PB1.partitions	mkdir -p $(dirname results/phylogeny/iq-tree/PB1/rep1/rep1);         iqtree -s data/phylogeny/final_panel/H5N1_PB1.fasta -spp data/phylogeny/final_panel/H5N1_PB1.partitions -pre results/phylogeny/iq-tree/PB1/rep1/rep1 -seed 39809474 -nt 4 -bb 1000 -bnni;         mv results/phylogeny/iq-tree/PB1/rep1/rep1.treefile results/phylogeny/iq-tree/PB1/rep1.treefile	missing	update pending
data/phylogeny/main_panel/H5N1_PB1.partitions	-	build_single_segment_codon_partition	-	-	-	missing	update pending
results/phylogeny/iq-tree/PB1/rep2.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_PB1.codon.partitions,data/processed_alignments/codon_aware/H5N1_PB1.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/PB1/rep2/rep2); 		iqtree -s data/processed_alignments/codon_aware/H5N1_PB1.mafft -spp data/processed_alignments/codon_aware/H5N1_PB1.codon.partitions -pre results/phylogeny/iq-tree/PB1/rep2/rep2 -seed 39809475 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/PB1/rep2/rep2.treefile results/phylogeny/iq-tree/PB1/rep2.treefile	missing	update pending
results/phylogeny/iq-tree/PB1/rep3.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_PB1.codon.partitions,data/processed_alignments/codon_aware/H5N1_PB1.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/PB1/rep3/rep3); 		iqtree -s data/processed_alignments/codon_aware/H5N1_PB1.mafft -spp data/processed_alignments/codon_aware/H5N1_PB1.codon.partitions -pre results/phylogeny/iq-tree/PB1/rep3/rep3 -seed 39809476 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/PB1/rep3/rep3.treefile results/phylogeny/iq-tree/PB1/rep3.treefile	missing	update pending
results/phylogeny/iq-tree/PB1/rep4.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_PB1.codon.partitions,data/processed_alignments/codon_aware/H5N1_PB1.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/PB1/rep4/rep4); 		iqtree -s data/processed_alignments/codon_aware/H5N1_PB1.mafft -spp data/processed_alignments/codon_aware/H5N1_PB1.codon.partitions -pre results/phylogeny/iq-tree/PB1/rep4/rep4 -seed 39809477 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/PB1/rep4/rep4.treefile results/phylogeny/iq-tree/PB1/rep4.treefile	missing	update pending
results/phylogeny/iq-tree/PB1/rep5.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_PB1.codon.partitions,data/processed_alignments/codon_aware/H5N1_PB1.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/PB1/rep5/rep5); 		iqtree -s data/processed_alignments/codon_aware/H5N1_PB1.mafft -spp data/processed_alignments/codon_aware/H5N1_PB1.codon.partitions -pre results/phylogeny/iq-tree/PB1/rep5/rep5 -seed 39809478 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/PB1/rep5/rep5.treefile results/phylogeny/iq-tree/PB1/rep5.treefile	missing	update pending
results/phylogeny/iq-tree/PA/rep1.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_PA.codon.partitions,data/processed_alignments/codon_aware/H5N1_PA.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/PA/rep1/rep1); 		iqtree -s data/processed_alignments/codon_aware/H5N1_PA.mafft -spp data/processed_alignments/codon_aware/H5N1_PA.codon.partitions -pre results/phylogeny/iq-tree/PA/rep1/rep1 -seed 39809474 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/PA/rep1/rep1.treefile results/phylogeny/iq-tree/PA/rep1.treefile	missing	update pending
data/phylogeny/main_panel/H5N1_PA.partitions	-	build_single_segment_codon_partition	-	-	-	missing	update pending
results/phylogeny/iq-tree/PA/rep2.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_PA.codon.partitions,data/processed_alignments/codon_aware/H5N1_PA.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/PA/rep2/rep2); 		iqtree -s data/processed_alignments/codon_aware/H5N1_PA.mafft -spp data/processed_alignments/codon_aware/H5N1_PA.codon.partitions -pre results/phylogeny/iq-tree/PA/rep2/rep2 -seed 39809475 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/PA/rep2/rep2.treefile results/phylogeny/iq-tree/PA/rep2.treefile	missing	update pending
results/phylogeny/iq-tree/PA/rep3.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_PA.codon.partitions,data/processed_alignments/codon_aware/H5N1_PA.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/PA/rep3/rep3); 		iqtree -s data/processed_alignments/codon_aware/H5N1_PA.mafft -spp data/processed_alignments/codon_aware/H5N1_PA.codon.partitions -pre results/phylogeny/iq-tree/PA/rep3/rep3 -seed 39809476 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/PA/rep3/rep3.treefile results/phylogeny/iq-tree/PA/rep3.treefile	missing	update pending
results/phylogeny/iq-tree/PA/rep4.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_PA.codon.partitions,data/processed_alignments/codon_aware/H5N1_PA.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/PA/rep4/rep4); 		iqtree -s data/processed_alignments/codon_aware/H5N1_PA.mafft -spp data/processed_alignments/codon_aware/H5N1_PA.codon.partitions -pre results/phylogeny/iq-tree/PA/rep4/rep4 -seed 39809477 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/PA/rep4/rep4.treefile results/phylogeny/iq-tree/PA/rep4.treefile	missing	update pending
results/phylogeny/iq-tree/PA/rep5.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_PA.codon.partitions,data/processed_alignments/codon_aware/H5N1_PA.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/PA/rep5/rep5); 		iqtree -s data/processed_alignments/codon_aware/H5N1_PA.mafft -spp data/processed_alignments/codon_aware/H5N1_PA.codon.partitions -pre results/phylogeny/iq-tree/PA/rep5/rep5 -seed 39809478 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/PA/rep5/rep5.treefile results/phylogeny/iq-tree/PA/rep5.treefile	missing	update pending
results/phylogeny/iq-tree/HA/rep1.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_HA.codon.partitions,data/processed_alignments/codon_aware/H5N1_HA.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/HA/rep1/rep1); 		iqtree -s data/processed_alignments/codon_aware/H5N1_HA.mafft -spp data/processed_alignments/codon_aware/H5N1_HA.codon.partitions -pre results/phylogeny/iq-tree/HA/rep1/rep1 -seed 39809474 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/HA/rep1/rep1.treefile results/phylogeny/iq-tree/HA/rep1.treefile	missing	update pending
data/phylogeny/main_panel/H5N1_HA.partitions	-	build_single_segment_codon_partition	-	-	-	missing	update pending
results/phylogeny/iq-tree/HA/rep2.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_HA.codon.partitions,data/processed_alignments/codon_aware/H5N1_HA.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/HA/rep2/rep2); 		iqtree -s data/processed_alignments/codon_aware/H5N1_HA.mafft -spp data/processed_alignments/codon_aware/H5N1_HA.codon.partitions -pre results/phylogeny/iq-tree/HA/rep2/rep2 -seed 39809475 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/HA/rep2/rep2.treefile results/phylogeny/iq-tree/HA/rep2.treefile	missing	update pending
results/phylogeny/iq-tree/HA/rep3.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_HA.codon.partitions,data/processed_alignments/codon_aware/H5N1_HA.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/HA/rep3/rep3); 		iqtree -s data/processed_alignments/codon_aware/H5N1_HA.mafft -spp data/processed_alignments/codon_aware/H5N1_HA.codon.partitions -pre results/phylogeny/iq-tree/HA/rep3/rep3 -seed 39809476 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/HA/rep3/rep3.treefile results/phylogeny/iq-tree/HA/rep3.treefile	missing	update pending
results/phylogeny/iq-tree/HA/rep4.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_HA.codon.partitions,data/processed_alignments/codon_aware/H5N1_HA.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/HA/rep4/rep4); 		iqtree -s data/processed_alignments/codon_aware/H5N1_HA.mafft -spp data/processed_alignments/codon_aware/H5N1_HA.codon.partitions -pre results/phylogeny/iq-tree/HA/rep4/rep4 -seed 39809477 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/HA/rep4/rep4.treefile results/phylogeny/iq-tree/HA/rep4.treefile	missing	update pending
results/phylogeny/iq-tree/HA/rep5.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_HA.codon.partitions,data/processed_alignments/codon_aware/H5N1_HA.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/HA/rep5/rep5); 		iqtree -s data/processed_alignments/codon_aware/H5N1_HA.mafft -spp data/processed_alignments/codon_aware/H5N1_HA.codon.partitions -pre results/phylogeny/iq-tree/HA/rep5/rep5 -seed 39809478 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/HA/rep5/rep5.treefile results/phylogeny/iq-tree/HA/rep5.treefile	missing	update pending
results/phylogeny/iq-tree/NP/rep1.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_NP.codon.partitions,data/processed_alignments/codon_aware/H5N1_NP.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/NP/rep1/rep1); 		iqtree -s data/processed_alignments/codon_aware/H5N1_NP.mafft -spp data/processed_alignments/codon_aware/H5N1_NP.codon.partitions -pre results/phylogeny/iq-tree/NP/rep1/rep1 -seed 39809474 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/NP/rep1/rep1.treefile results/phylogeny/iq-tree/NP/rep1.treefile	missing	update pending
data/phylogeny/main_panel/H5N1_NP.partitions	-	build_single_segment_codon_partition	-	-	-	missing	update pending
results/phylogeny/iq-tree/NP/rep2.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_NP.codon.partitions,data/processed_alignments/codon_aware/H5N1_NP.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/NP/rep2/rep2); 		iqtree -s data/processed_alignments/codon_aware/H5N1_NP.mafft -spp data/processed_alignments/codon_aware/H5N1_NP.codon.partitions -pre results/phylogeny/iq-tree/NP/rep2/rep2 -seed 39809475 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/NP/rep2/rep2.treefile results/phylogeny/iq-tree/NP/rep2.treefile	missing	update pending
results/phylogeny/iq-tree/NP/rep3.treefile	-	run_iqtree_codon_segment_replicate		data/processed_alignments/codon_aware/H5N1_NP.codon.partitions,data/processed_alignments/codon_aware/H5N1_NP.mafft	mkdir -p $(dirname results/phylogeny/iq-tree/NP/rep3/rep3); 		iqtree -s data/processed_alignments/codon_aware/H5N1_NP.mafft -spp data/processed_alignments/codon_aware/H5N1_NP.codon.partitions -pre results/phylogeny/iq-tree/NP/rep3/rep3 -seed 39809476 -nt 4 -bb 1000 -bnni; 		mv results/phylogeny/iq-tree/NP/rep3/rep3.treefile results/phylogeny/iq-tree/NP/rep3.treefile	missing	update pending
